,drink_wat,water_time,toilet,hh_gps_latitude,hh_gps_longitude,Country
1587,11,120,10,8.635905000000001,-10.29694167,GN
1588,5,10,10,8.636011667,-10.315725,GN
1589,11,40,10,8.636058333,-9.950071667000001,GN
1590,11,120,10,8.636163332999999,-10.29715167,GN
1591,3,10,10,8.636311667000001,-9.891975,GN
1592,3,15,10,8.6365,-9.769885,LR
1593,3,3,10,8.636501667000001,-10.44089167,SL
1594,8,40,10,8.636511667,-10.29696167,GN
1595,3,4,10,8.636658333,-10.44104,SL
1596,11,60,10,8.63706,-9.877328333,LR
1597,3,30,10,8.637385,-9.893421667,GN
1598,4,60,10,8.637541667,-10.41020167,GN
1599,11,20,10,8.63757,-9.893961667000001,GN
1600,8,48,10,8.637601667,-10.409989999999999,GN
1601,8,60,10,8.637643333,-10.41009167,GN
1602,8,10,3,8.637788333,-10.24276667,GN
1603,8,10,10,8.637811667000001,-10.40971,GN
1604,8,40,10,8.638508332999999,-9.808608332999999,LR
1605,99,40,10,8.638508332999999,-9.788456667,LR
1606,8,4,10,8.638666667,-9.915978333,GN
1607,11,30,6,8.638848333,-10.101695,GN
1608,5,10,10,8.638943333,-10.222275,GN
1609,4,120,10,8.638985,-9.981976667,GN
1610,4,10,10,8.639095,-10.45583167,SL
1611,11,20,10,8.639183333,-9.692521667000001,LR
1612,8,10,10,8.639261667000001,-10.45619,SL
1613,8,30,10,8.639281667,-10.45579333,SL
1614,8,75,10,8.639681667,-10.31150833,GN
1615,7,30,10,8.639731667000001,-10.16803167,GN
1616,8,45,10,8.640371667,-10.132495,GN
1617,3,60,8,8.640545,-10.41578333,GN
1618,3,10,3,8.640638333,-10.41614833,GN
1619,3,2,10,8.640996667000001,-10.12411,GN
1620,3,30,6,8.641226667,-10.11300833,GN
1621,7,10,10,8.64123,-10.18794833,GN
1622,7,10,3,8.641395,-10.24400667,GN
1623,3,10,10,8.642046667,-9.637648333,GN
1624,3,20,10,8.642141667,-10.43080833,GN
1625,3,3,6,8.642208333,-10.43115167,GN
1626,8,60,10,8.642481667,-9.79307,LR
1627,8,45,10,8.642516667,-10.04934333,GN
1628,3,10,3,8.642948333,-9.637085,GN
1629,8,15,10,8.643263333,-10.053955,GN
1630,999995,999995,999995,8.643435,-9.938711667,GN
1631,3,10,3,8.643611667,-10.419055,GN
1632,3,10,3,8.643643333,-10.41910667,GN
1633,3,60,3,8.643695,-10.41884833,GN
1634,7,30,10,8.643713332999999,-10.18345333,GN
1635,8,20,10,8.643718332999999,-10.391065,GN
1636,7,30,10,8.643945,-10.30372667,GN
1637,7,20,10,8.644219999999999,-10.30382,GN
1638,8,30,10,8.644589999999999,-10.16458333,GN
1639,11,120,10,8.644630000000001,-10.28452667,GN
1640,3,5,3,8.644806667000001,-10.41875667,GN
1641,8,20,10,8.644906667,-10.28451167,GN
1642,3,4,10,8.645088333,-10.419235,GN
1643,8,30,10,8.645253333,-10.25345333,GN
1644,3,10,3,8.645565,-10.42093333,GN
1645,8,120,10,8.648023333,-10.05539167,GN
1646,8,60,10,8.648238333,-10.29572,GN
1647,7,60,10,8.648416667000001,-10.29572167,GN
1648,3,5,10,8.648575,-10.41822333,GN
1649,3,40,10,8.648931667000001,-9.709085,LR
1650,999995,999995,999995,8.64904,-9.96611,GN
1651,3,10,10,8.649088333,-10.38185333,GN
1652,7,30,10,8.649151667,-10.43396667,GN
1653,11,30,5,8.649201667,-9.770981667000001,LR
1654,3,10,10,8.649206667,-9.709141667,LR
1655,8,20,10,8.649308332999999,-10.14621,GN
1656,8,40,10,8.649318333,-9.70935,LR
1657,8,15,10,8.64935,-9.709221667000001,LR
1658,8,10,10,8.649396667000001,-10.44874833,SL
1659,8,4,10,8.649426667,-10.44930667,SL
1660,8,25,6,8.650003332999999,-10.41667667,GN
1661,8,19,10,8.650061667000001,-10.33357,GN
1662,8,60,10,8.650205,-10.416939999999999,GN
1663,7,4,10,8.650378332999999,-10.347005000000001,GN
1664,11,40,10,8.650581667,-10.12796333,GN
1665,8,10,10,8.650691667,-10.45981667,SL
1666,8,20,10,8.650855,-10.45993667,SL
1667,4,60,10,8.650868333,-10.428375,GN
1668,3,20,3,8.651038332999999,-9.660763333,GN
1669,3,10,8,8.651058333,-9.660395,GN
1670,7,20,10,8.65143,-10.42880167,GN
1671,8,6,10,8.651433333,-9.716463333,LR
1672,11,40,10,8.651686667,-9.889211667,GN
1673,3,30,10,8.651823333,-9.717533332999999,LR
1674,8,45,10,8.651881667,-9.807693333,LR
1675,3,30,10,8.652253332999999,-9.851158332999999,LR
1676,8,60,10,8.652311667000001,-9.807986667,LR
1677,8,10,10,8.652425,-9.832466667,LR
1678,8,10,10,8.65259,-9.852023333,LR
1679,3,30,10,8.652836667,-9.851401667000001,LR
1680,11,30,10,8.65323,-9.676175,GN
1681,4,18,10,8.653235,-10.39719333,GN
1682,999995,999995,999995,8.653528332999999,-9.961608333,GN
1683,3,4,10,8.653756667,-10.10428667,GN
1684,8,60,10,8.654223333,-9.675168333,GN
1685,3,10,6,8.656781667,-10.37837667,GN
1686,3,15,6,8.657241667000001,-10.35911833,GN
1687,3,30,10,8.6583,-10.33799833,GN
1688,8,120,10,8.658368333,-10.12640333,GN
1689,8,30,6,8.659353333,-10.4398,SL
1690,8,30,10,8.659391667000001,-10.15071,GN
1691,999995,999995,999995,8.660603333,-9.950786667000001,GN
1692,3,70,10,8.662313333,-9.69599,LR
1693,3,10,6,8.6624,-10.44439167,SL
1694,11,15,10,8.663345,-9.772264999999999,LR
1695,4,19,10,8.663963333,-9.998055,GN
1696,8,15,10,8.665063332999999,-10.134045,GN
1697,3,30,10,8.665785000000001,-9.872010000000001,LR
1698,11,120,10,8.665963332999999,-9.872508332999999,LR
1699,11,40,10,8.665983333,-9.872291667,LR
1700,5,6,10,8.667308333,-10.379769999999999,GN
1701,3,3,10,8.667588333,-10.46125333,SL
1702,8,15,10,8.667738332999999,-10.42034,GN
1703,5,6,10,8.668738333,-10.33642167,GN
1704,8,30,10,8.668856667,-10.44316667,SL
1705,4,45,10,8.670855,-9.982141667,GN
1706,3,9,10,8.671669999999999,-10.35325333,GN
1707,3,4,10,8.672363333,-10.11847167,GN
1708,3,1,10,8.67239,-10.107735,GN
1709,8,60,6,8.672493333,-10.44707167,SL
1710,3,2,10,8.672576667000001,-10.100605,GN
1711,8,60,3,8.674018333,-10.41052833,GN
1712,11,30,10,8.67489,-9.779580000000001,LR
1713,11,30,10,8.67489,-9.779580000000001,LR
1714,4,40,10,8.675695,-9.979266667000001,GN
1715,8,30,10,8.675813332999999,-9.860696667000001,LR
1716,3,5,10,8.678278333,-9.706908333,LR
1717,8,60,10,8.678473333,-10.366205,GN
1718,3,60,10,8.678841667,-9.819373333,LR
1719,8,60,10,8.678971667,-10.37473,GN
1720,8,30,10,8.67943,-10.335614999999999,GN
1721,3,45,10,8.68075,-9.757388333,LR
1722,8,10,10,8.68431,-10.365395,GN
1723,3,5,3,8.684491667,-10.42498833,GN
1724,8,30,10,8.686758333,-10.447795,SL
1725,3,15,10,8.687523333,-10.32703,GN
1726,8,60,10,8.688696667,-10.35063833,GN
1727,11,69,10,8.690626667,-10.46824667,SL
1728,8,30,10,8.690703333,-10.36699333,GN
1729,3,5,10,8.691006667,-10.33596667,GN
1730,8,60,10,8.691336667,-10.448445,SL
1731,3,15,10,8.694486667,-10.32165167,GN
1732,11,80,10,8.694815,-9.702866667,LR
1733,8,60,3,8.695118333,-10.40904167,GN
1734,8,60,6,8.695156667000001,-10.40896167,GN
1735,8,60,10,8.695198332999999,-10.40905167,GN
1736,3,60,10,8.695219999999999,-10.40992167,GN
1737,8,80,10,8.696993333,-10.34457667,GN
1738,3,60,10,8.697443332999999,-9.723246667,LR
1739,7,30,10,8.697691667,-10.38632667,GN
1740,3,10,10,8.69807,-9.7107,LR
1741,7,10,10,8.698296667000001,-10.380664999999999,GN
1742,3,20,6,8.69846,-10.44494833,SL
1743,8,30,10,8.698586667,-10.325455,GN
1744,3,30,10,8.69892,-10.44563333,SL
1745,8,30,10,8.702851667000001,-10.317735,GN
1746,3,30,8,8.705813333,-10.378665,GN
1747,3,60,10,8.706395,-10.47731833,SL
1748,8,20,8,8.706914999999999,-10.35063333,GN
1749,7,20,6,8.707785000000001,-10.399610000000001,GN
1750,11,40,10,8.711856667000001,-9.70316,GN
1751,8,50,8,8.712893333,-10.32232833,GN
1752,3,20,10,8.713521667,-10.36402167,GN
1753,8,60,10,8.715211667,-10.481095,SL
1754,8,60,10,8.715911667,-10.49245333,SL
1755,3,5,3,8.71642,-10.33751,GN
1756,5,30,3,8.716963332999999,-10.418695,GN
1757,5,30,10,8.717155,-10.419205,GN
1758,11,10,6,8.717725,-10.44142167,SL
1759,3,60,8,8.719046667,-10.37230333,GN
1760,8,30,3,8.721805,-10.47710667,SL
1761,8,30,10,8.723956667000001,-10.43724167,SL
1762,8,30,10,8.72434,-10.489445,SL
1763,8,20,3,8.725526667,-10.47772833,SL
1764,8,80,10,8.725571667,-10.48576333,SL
1765,8,30,3,8.727498333,-10.44848833,SL
1766,8,60,8,8.727855,-10.37833,GN
1767,7,30,2,8.729431667,-10.45811833,SL
1768,3,60,8,8.729655000000001,-10.345419999999999,GN
1769,3,60,8,8.730931667,-10.329475,GN
1770,3,10,6,8.736471667,-10.42617333,SL
1771,8,15,10,8.737255000000001,-10.4809,SL
1772,11,15,6,8.737631667,-10.44689833,SL
1773,8,10,10,8.737905,-10.48982667,SL
1774,8,120,10,8.740638333,-10.35364167,GN
1775,8,120,6,8.74388,-10.33874167,GN
1776,8,20,10,8.747581667,-10.47586833,SL
1777,8,60,10,8.749253333,-10.478625,SL
1778,1,10,3,8.750606667000001,-10.432564999999999,SL
1779,4,65,6,8.755251667000001,-10.46807333,SL
1780,8,25,10,8.755576667,-10.44772,SL
1781,7,30,10,8.755758333,-10.46833667,SL
1782,8,30,10,8.759485,-10.44051833,SL
1783,8,180,10,8.760596667,-10.50170833,SL
1784,999995,999995,999995,8.765441667000001,-10.46395667,SL
1785,11,18,10,8.765901667,-10.46253667,SL
1786,3,10,10,8.76615,-10.44877833,SL
1787,8,10,10,8.76903,-10.43716833,SL
1788,7,45,10,8.770695,-10.49901167,SL
1789,8,120,10,8.77085,-10.50112,SL
1790,8,10,10,8.776123333,-10.50902,SL
1791,7,10,10,8.778331667,-10.49317,SL
1792,8,10,10,8.778591667,-10.49327333,SL
1793,999995,999995,999995,8.779981667000001,-10.48067,SL
1794,11,45,3,8.784003333,-10.466215,SL
1795,4,45,10,8.785888332999999,-10.51957667,SL
1796,4,45,10,8.78885,-10.50770333,SL
1797,8,40,10,8.792966667,-10.45070333,SL
1798,999995,999995,999995,8.792988333,-10.46824167,SL
1799,7,15,10,8.794189999999999,-10.497925,SL
1800,11,45,10,8.798544999999999,-10.46567,SL
1801,11,60,10,8.799325,-10.49094167,SL
1802,8,25,10,8.79996,-10.48314833,SL
1803,8,40,6,8.800016667000001,-10.48328167,SL
1804,11,45,10,8.801016667,-10.515,SL
1805,7,20,10,8.801446667,-10.497845,SL
1806,3,8,10,8.803395,-10.44335333,SL
1807,8,20,10,8.81254,-10.50684667,SL
1808,11,60,10,8.812766667,-10.534189999999999,SL
1809,11,60,10,8.813641667,-10.55703667,SL
1810,8,6,6,8.81682,-10.50108333,SL
1811,8,40,10,8.817765,-10.46725167,SL
1812,8,10,10,8.820671667000001,-10.50944667,SL
1813,4,4,10,8.82187,-10.33219667,GN
1814,8,30,10,8.823414999999999,-10.43151833,SL
1815,8,30,3,8.824116667,-10.43200333,SL
1816,8,40,10,8.8269,-10.44982333,SL
1817,8,20,10,8.827035,-10.44969667,SL
1818,8,30,10,8.836761667000001,-10.39538833,SL
1819,8,4,10,8.837964999999999,-10.428545,SL
1820,8,20,10,8.838035000000001,-10.42861667,SL
1821,8,18,10,8.838613333,-10.46497833,SL
1822,99,10,1,8.839260000000001,-10.512025,SL
1823,8,20,10,8.841286667,-10.42914333,SL
1824,8,30,10,8.841435,-10.428695,SL
1825,8,20,10,8.841438333,-10.4409,SL
1826,8,30,10,8.841453332999999,-10.441025,SL
1827,8,30,10,8.843956667,-10.352385,SL
1828,8,30,10,8.844573333,-10.34932,SL
1829,99,3,10,8.848761667,-10.54778,SL
1830,3,30,10,8.848796667,-10.33286667,SL
1831,3,10,10,8.855935,-10.52562833,SL
1832,8,15,6,8.857938333,-10.47776,SL
1833,8,120,10,8.858033333,-10.47791667,SL
1834,8,15,10,8.859691667,-10.42641,SL
1835,8,10,10,8.859733333,-10.34589167,SL
1836,8,20,10,8.859753332999999,-10.42639167,SL
1837,8,60,10,8.859885,-10.51553,SL
1838,7,6,6,8.865136667,-10.44223833,SL
1839,8,120,6,8.865219999999999,-10.44220667,SL
1840,8,6,10,8.865426667000001,-10.47656167,SL
1841,8,8,10,8.866,-10.47682167,SL
1842,8,10,10,8.868823333,-10.53722,SL
1843,8,15,10,8.869793332999999,-10.48948333,SL
1844,8,8,10,8.869893333,-10.48939167,SL
1845,8,10,6,8.872245,-10.428495,SL
1846,8,80,10,8.87227,-10.42817,SL
1847,4,25,6,8.872561667000001,-10.44661167,SL
1848,8,240,4,8.872721667,-10.44674833,SL
1849,8,5,10,8.873893333,-10.56844333,SL
1850,7,6,10,8.880833333,-10.477185,SL
1851,8,15,10,8.880983333,-10.475985000000001,SL
1852,8,5,10,8.88355,-10.56485,SL
1853,99,10,10,8.885253333,-10.498755000000001,SL
1854,8,10,10,8.885435000000001,-10.49888333,SL
1855,3,10,6,8.891793332999999,-10.43609167,SL
1856,3,10,10,8.892046667,-10.436135,SL
1857,3,10,6,8.892211667,-10.43573167,SL
1858,8,20,10,8.893836667,-10.53683833,SL
1859,8,40,6,8.899191667,-10.521555000000001,SL
1860,3,5,6,8.899811667,-10.47093333,SL
1861,3,30,10,8.899953333,-10.47091833,SL
1862,8,30,6,8.913855,-10.54392167,SL
1863,8,15,10,8.918216667000001,-10.56710167,SL
1864,8,12,6,8.918978333,-10.50599667,SL
1865,8,30,10,8.919521667,-10.505844999999999,SL
1866,8,25,10,8.929566667000001,-10.52349667,SL
1867,8,25,6,8.935461667,-10.57315667,SL
1868,3,10,6,8.941653333,-10.43931667,SL
1869,99,12,6,8.947698333,-10.578195,SL
1870,8,5,6,8.948098332999999,-10.467410000000001,SL
1871,11,60,10,8.949528333,-10.468115,SL
1872,1,35,10,8.953330000000001,-10.51838333,SL
1873,99,45,3,8.953353332999999,-10.51832667,SL
1874,7,15,6,8.953395,-10.43850333,SL
1875,8,20,10,8.960746667,-10.49080833,SL
1876,8,15,10,8.960771667000001,-10.49081667,SL
1877,7,20,6,8.967368333,-10.57567,SL
1878,8,15,6,8.970815,-10.53019833,SL
1879,8,45,6,8.972380000000001,-10.558805,SL
1880,3,5,6,8.975565,-10.47142167,SL
1881,7,5,10,8.994088332999999,-10.49698,SL
1882,8,6,6,8.99668,-10.552025,SL
1883,8,30,10,9.001878332999999,-10.46769167,SL
1884,8,30,10,9.002685000000001,-10.46106,SL
1885,8,30,6,9.006858333,-10.52791167,SL
1886,7,10,6,9.011519999999999,-10.51137,SL
1887,8,20,10,9.012406667,-10.47439833,SL
1888,8,15,10,9.014181667,-10.48130833,SL
1889,8,6,6,9.025213333,-10.50234,SL
1890,8,20,6,9.029145,-10.57401667,SL
1891,8,40,6,9.029846667000001,-10.57384333,SL
1892,8,10,10,9.030591667000001,-10.564335,SL
1893,8,10,6,9.035683333,-10.49307667,SL
1894,8,4,10,9.039243333,-10.46434,SL
1895,3,12,3,9.040385,-10.44017667,SL
1896,11,180,6,9.04273,-10.51975333,SL
1897,8,12,6,9.049945,-10.45574333,SL
1898,8,5,6,9.053923333,-10.49227,SL
1899,8,40,6,9.05503,-10.56557333,SL
1900,3,180,10,9.057036667,-13.31177167,SL
1901,8,8,6,9.061001667000001,-10.47578333,SL
1902,5,10,6,9.06465,-13.271785000000001,SL
1903,5,15,10,9.065353333,-13.26836667,SL
1904,999995,999995,999995,9.0667,-13.27048333,SL
1905,8,60,6,9.067146667000001,-13.26537833,SL
1906,999995,999995,999995,9.067463333,-13.076675,SL
1907,999995,999995,999995,9.067546667,-13.076625,SL
1908,8,20,6,9.067988332999999,-13.082815,SL
1909,8,60,10,9.068335000000001,-13.259785,SL
1910,3,60,6,9.06835,-13.25957833,SL
1911,7,20,10,9.068525,-13.26562667,SL
1912,7,60,10,9.068873332999999,-13.27347333,SL
1913,7,15,6,9.069094999999999,-13.27031,SL
1914,8,30,6,9.06913,-13.07639333,SL
1915,999995,999995,999995,9.069461667,-13.26329167,SL
1916,8,30,6,9.069466667,-13.08235667,SL
1917,11,10,6,9.069638333,-13.11489833,SL
1918,5,30,6,9.06987,-13.26466333,SL
1919,3,30,6,9.070033333,-13.10485667,SL
1920,8,40,6,9.070533333,-13.260929999999998,SL
1921,7,12,10,9.071485000000001,-13.12347833,SL
1922,5,10,6,9.071716667,-13.26576,SL
1923,11,30,6,9.071755,-13.124065,SL
1924,8,90,10,9.071946667,-13.08461667,SL
1925,7,30,10,9.072568333,-13.27349667,SL
1926,8,30,6,9.072983333,-10.614815,SL
1927,8,90,10,9.073081667,-13.08588,SL
1928,5,10,6,9.074763333,-13.266395000000001,SL
1929,8,60,6,9.074923333,-13.25503833,SL
1930,8,90,3,9.076403333,-13.09008333,SL
1931,8,60,6,9.076475,-13.26633167,SL
1932,8,190,3,9.076889999999999,-13.088395,SL
1933,8,60,6,9.07719,-13.13619833,SL
1934,8,9999,999995,9.077235,-13.136320000000001,SL
1935,8,50,10,9.077546667,-13.08745333,SL
1936,8,30,6,9.078583333,-13.083055,SL
1937,8,30,6,9.078583333,-13.083055,SL
1938,3,60,6,9.078636667,-13.28591667,SL
1939,5,5,6,9.078848333,-13.27531833,SL
1940,8,15,10,9.078848333,-13.09242667,SL
1941,8,30,10,9.078923332999999,-10.63298333,SL
1942,5,15,6,9.079023333,-13.26564333,SL
1943,3,60,6,9.079116667000001,-13.28759,SL
1944,3,60,6,9.079196667,-13.27101333,SL
1945,8,80,6,9.079253332999999,-13.08159,SL
1946,8,5,6,9.079321667,-13.24665167,SL
1947,8,9999,999995,9.080453333,-13.14597833,SL
1948,8,10,3,9.081361667000001,-13.07595167,SL
1949,11,5,10,9.081601667000001,-13.137285,SL
1950,11,60,6,9.081956667,-13.13563667,SL
1951,7,10,6,9.083528333,-13.24427333,SL
1952,11,30,3,9.083795,-13.09226167,SL
1953,5,10,6,9.084281667,-13.268035000000001,SL
1954,7,15,6,9.0852,-13.27517167,SL
1955,7,15,6,9.085573333,-13.157925,SL
1956,8,15,6,9.085995,-13.24436,SL
1957,8,10,6,9.086516667,-13.235185000000001,SL
1958,999995,999995,999995,9.086846667,-13.14445833,SL
1959,8,6,6,9.087393333,-10.66247167,SL
1960,7,60,6,9.08745,-13.26473667,SL
1961,8,30,6,9.088426667,-10.472895,SL
1962,7,8,6,9.089343332999999,-13.15554333,SL
1963,8,90,6,9.090148333,-13.26144833,SL
1964,7,20,6,9.090201667,-13.24321167,SL
1965,3,10,6,9.090431667,-10.44244,SL
1966,8,60,6,9.090841667000001,-13.25757667,SL
1967,7,10,10,9.091451667000001,-13.233039999999999,SL
1968,8,10,10,9.09196,-13.070865,SL
1969,999995,999995,999995,9.092153332999999,-13.07076667,SL
1970,8,9999,999995,9.092155,-13.070825,SL
1971,11,20,6,9.09248,-13.1708,SL
1972,5,5,3,9.092481667000001,-13.20747833,SL
1973,8,10,6,9.093585000000001,-13.24076333,SL
1974,8,45,6,9.09538,-13.11779,SL
1975,8,30,6,9.095595,-10.65540667,SL
1976,7,60,6,9.095664999999999,-13.26450333,SL
1977,8,20,4,9.095778333,-13.18819833,SL
1978,8,3,6,9.09666,-13.178145,SL
1979,8,20,6,9.098363333,-13.20428333,SL
1980,3,60,6,9.0988,-13.197265,SL
1981,7,20,6,9.098816667000001,-13.23983,SL
1982,8,30,3,9.099013333,-13.23959833,SL
1983,8,90,6,9.099368333,-13.258235,SL
1984,8,10,10,9.099730000000001,-10.66977833,SL
1985,8,10,6,9.100055000000001,-10.62499833,SL
1986,8,20,6,9.100153333,-10.54657333,SL
1987,7,90,6,9.100808333,-13.26177,SL
1988,8,12,6,9.101203332999999,-10.45916833,SL
1989,8,5,6,9.101535,-13.23540167,SL
1990,999995,999995,999995,9.101795,-10.63433333,SL
1991,999995,999995,999995,9.102188332999999,-10.491530000000001,SL
1992,7,5,6,9.102910000000001,-13.23554167,SL
1993,8,15,6,9.103476667,-10.50307167,SL
1994,3,15,6,9.104653333,-10.48989667,SL
1995,11,30,6,9.104806667,-13.1139,SL
1996,11,60,10,9.105793333,-13.10002667,SL
1997,8,10,6,9.106093332999999,-13.23144,SL
1998,7,5,6,9.10648,-13.23366667,SL
1999,999995,999995,999995,9.106493333,-10.44329167,SL
2000,8,20,6,9.106951667,-13.13316167,SL
2001,3,20,6,9.10697,-13.05823833,SL
2002,11,15,6,9.108139999999999,-13.08303167,SL
2003,5,20,6,9.108216667,-13.016645,SL
2004,7,30,6,9.108228333,-13.01659167,SL
2005,11,15,10,9.108855,-13.01768333,SL
2006,7,20,6,9.108913333,-13.25556833,SL
2007,8,15,10,9.109164999999999,-10.66217167,SL
2008,8,120,6,9.110438333,-13.20141167,SL
2009,8,5,6,9.110441667,-10.61087833,SL
2010,8,60,6,9.110821667,-13.19812833,SL
2011,8,150,6,9.110948333,-13.19243333,SL
2012,999995,999995,999995,9.111143333,-13.19838667,SL
2013,8,32,10,9.1112,-10.54130667,SL
2014,8,15,10,9.112305000000001,-10.51890667,SL
2015,999995,999995,999995,9.113378333,-10.660785,SL
2016,8,30,6,9.114271667,-13.15466333,SL
2017,8,60,6,9.114838333,-10.70057667,SL
2018,999995,999995,999995,9.115806667000001,-10.48718667,SL
2019,11,30,6,9.116988333,-13.10113167,SL
2020,7,240,10,9.117001667,-13.176079999999999,SL
2021,8,15,6,9.117883333,-10.55816,SL
2022,7,20,10,9.118805,-13.03150833,SL
2023,11,30,10,9.119045,-13.03117833,SL
2024,8,150,6,9.119948333,-13.20896333,SL
2025,3,2,6,9.120498332999999,-10.66538,SL
2026,3,40,6,9.121008332999999,-13.204385,SL
2027,7,15,6,9.123523333,-13.005614999999999,SL
2028,8,20,6,9.125451667,-13.00637667,SL
2029,3,30,6,9.126248333,-10.66383,SL
2030,8,60,6,9.128056667000001,-12.99698,SL
2031,7,20,6,9.128523333,-12.99788167,SL
2032,8,20,10,9.131291667000001,-13.04027,SL
2033,8,25,6,9.132996667,-10.44078333,SL
2034,8,30,6,9.134391667000001,-10.58990333,SL
2035,3,80,6,9.134675,-13.20833667,SL
2036,999995,999995,999995,9.135248333,-13.02918333,SL
2037,8,25,6,9.137813332999999,-10.45919833,SL
2038,7,20,6,9.138443333,-13.021435,SL
2039,3,12,6,9.14066,-10.62911667,SL
2040,3,60,6,9.141275,-13.2116,SL
2041,999995,999995,999995,9.141523333,-10.437445,SL
2042,8,30,10,9.14259,-13.08832167,SL
2043,8,30,2,9.142805000000001,-13.08768333,SL
2044,3,45,6,9.143406667,-13.21241,SL
2045,8,36,6,9.144143332999999,-10.623194999999999,SL
2046,11,20,6,9.144405,-13.01404833,SL
2047,7,15,6,9.144855,-13.013685,SL
2048,8,15,6,9.145025,-10.53248833,SL
2049,7,45,6,9.145365,-13.218155,SL
2050,11,30,10,9.145726667,-13.05866667,SL
2051,8,12,6,9.146876667,-10.43523667,SL
2052,999995,999995,999995,9.147466667,-13.223804999999999,SL
2053,999995,999995,999995,9.147466667,-13.223804999999999,SL
2054,7,190,6,9.14824,-13.23187,SL
2055,7,20,6,9.148394999999999,-13.00957167,SL
2056,7,90,6,9.148461667000001,-13.22765833,SL
2057,7,190,6,9.148466667000001,-13.22760833,SL
2058,7,60,6,9.148916667,-13.231325,SL
2059,7,120,6,9.148938333,-13.23148333,SL
2060,8,9999,999995,9.149081667,-10.45558167,SL
2061,7,15,10,9.150356667,-13.084625,SL
2062,7,240,6,9.150685000000001,-13.22613,SL
2063,7,240,6,9.150723333,-13.22753833,SL
2064,8,60,6,9.153561667,-13.23219667,SL
2065,7,15,10,9.153883333,-13.03143667,SL
2066,11,15,10,9.155764999999999,-13.03914,SL
2067,8,35,6,9.155918332999999,-10.476065,SL
2068,11,20,10,9.156061667000001,-13.06070667,SL
2069,3,10,6,9.156735000000001,-10.64557333,SL
2070,7,28,10,9.157214999999999,-13.07008,SL
2071,7,240,6,9.158,-13.199805,SL
2072,7,190,6,9.15818,-13.20698833,SL
2073,7,190,3,9.158526667,-13.18653833,SL
2074,8,60,6,9.158814999999999,-13.22785,SL
2075,3,12,6,9.159905,-12.99409,SL
2076,7,190,6,9.15992,-13.20023667,SL
2077,8,60,6,9.160185,-13.21514333,SL
2078,8,50,10,9.160643333,-10.56732167,SL
2079,7,90,6,9.160871667,-13.206114999999999,SL
2080,11,45,10,9.16116,-13.02057,SL
2081,7,20,6,9.161245,-13.020505,SL
2082,8,25,6,9.161438333,-10.48905,SL
2083,7,240,10,9.163721667,-13.201285,SL
2084,7,30,3,9.164706667,-13.18827667,SL
2085,999995,999995,999995,9.165306667000001,-12.99173167,SL
2086,8,40,6,9.16553,-13.20002667,SL
2087,7,12,6,9.165638332999999,-12.99150667,SL
2088,7,10,6,9.165776667000001,-12.99076333,SL
2089,7,40,6,9.166761667000001,-13.22018167,SL
2090,7,30,6,9.166821667,-13.01671,SL
2091,8,30,6,9.167135,-12.98988167,SL
2092,8,190,6,9.16736,-13.19701167,SL
2093,3,15,6,9.167481667,-10.59878167,SL
2094,8,12,6,9.168338333,-12.98907,SL
2095,8,60,6,9.168471667,-13.20740667,SL
2096,999995,999995,999995,9.169016667000001,-13.199755,SL
2097,8,14,10,9.171916667,-10.490605,SL
2098,8,15,10,9.172161667000001,-13.07620333,SL
2099,999995,999995,999995,9.172296667000001,-13.21093833,SL
2100,7,10,6,9.172648333,-12.98653167,SL
2101,999995,999995,999995,9.173505,-12.98595667,SL
2102,7,30,10,9.177818333,-13.01709167,SL
2103,8,45,10,9.177953333,-10.508855,SL
2104,8,60,10,9.178783333,-13.07587,SL
2105,7,15,6,9.179156667,-12.980945,SL
2106,8,10,10,9.18099,-10.48245667,SL
2107,3,15,6,9.181610000000001,-12.97090333,SL
2108,7,30,3,9.18183,-12.97065833,SL
2109,8,30,6,9.181836667,-12.970880000000001,SL
2110,3,10,3,9.182448333,-13.14740333,SL
2111,8,9,10,9.182488333,-10.490335,SL
2112,999995,999995,999995,9.182491667,-12.97699833,SL
2113,7,9999,999995,9.182739999999999,-12.97625333,SL
2114,7,20,10,9.183768333,-13.01224833,SL
2115,3,5,6,9.186313333,-13.014165,SL
2116,3,10,3,9.187491667,-13.149165,SL
2117,8,120,10,9.188731667,-12.97232667,SL
2118,7,60,10,9.191948333,-13.06938333,SL
2119,7,30,6,9.195364999999999,-13.02564667,SL
2120,8,30,6,9.195425,-13.00596667,SL
2121,11,15,10,9.195461667,-13.025445,SL
2122,8,10,6,9.195953333,-10.630805,SL
2123,999995,999995,999995,9.197205,-12.979305,SL
2124,11,30,10,9.197383333,-13.07338333,SL
2125,999995,999995,999995,9.197766667,-13.02236333,SL
2126,11,60,10,9.19779,-13.07095667,SL
2127,3,5,6,9.199238333,-10.56930333,SL
2128,8,60,6,9.199251667,-10.62808333,SL
2129,11,60,10,9.201464999999999,-13.07664667,SL
2130,3,10,6,9.202635,-12.98457,SL
2131,3,60,6,9.203336667,-12.98585667,SL
2132,3,8,6,9.203605,-10.51471667,SL
2133,3,15,6,9.204395,-12.98683167,SL
2134,7,240,6,9.205860000000001,-12.98309833,SL
2135,7,240,6,9.205860000000001,-12.98309833,SL
2136,7,15,10,9.206161667,-13.17082,GN
2137,7,240,10,9.207595,-12.98403,SL
