drink_wat,water_time,toilet,hh_gps_latitude,hh_gps_longitude,Country
11,30,10,8.67489,-9.77958,LR
4,40,10,8.675695,-9.979266667,GN
8,30,10,8.675813333,-9.860696667,LR
3,5,10,8.678278333,-9.706908333,LR
8,60,10,8.678473333,-10.366205,GN
3,60,10,8.678841667,-9.819373333,LR
8,60,10,8.678971667,-10.37473,GN
8,30,10,8.67943,-10.335615,GN
3,45,10,8.68075,-9.757388333,LR
8,10,10,8.68431,-10.365395,GN
3,5,3,8.684491667,-10.42498833,GN
8,30,10,8.686758333,-10.447795,SL
3,15,10,8.687523333,-10.32703,GN
8,60,10,8.688696667,-10.35063833,GN
11,69,10,8.690626667,-10.46824667,SL
8,30,10,8.690703333,-10.36699333,GN
3,5,10,8.691006667,-10.33596667,GN
8,60,10,8.691336667,-10.448445,SL
3,15,10,8.694486667,-10.32165167,GN
11,80,10,8.694815,-9.702866667,LR
8,60,3,8.695118333,-10.40904167,GN
8,60,6,8.695156667,-10.40896167,GN
8,60,10,8.695198333,-10.40905167,GN
3,60,10,8.69522,-10.40992167,GN
8,80,10,8.696993333,-10.34457667,GN
3,60,10,8.697443333,-9.723246667,LR
7,30,10,8.697691667,-10.38632667,GN
3,10,10,8.69807,-9.7107,LR
7,10,10,8.698296667,-10.380665,GN
3,20,6,8.69846,-10.44494833,SL
8,30,10,8.698586667,-10.325455,GN
3,30,10,8.69892,-10.44563333,SL
8,30,10,8.702851667,-10.317735,GN
3,30,8,8.705813333,-10.378665,GN
3,60,10,8.706395,-10.47731833,SL
8,20,8,8.706915,-10.35063333,GN
7,20,6,8.707785,-10.39961,GN
11,40,10,8.711856667,-9.70316,GN
8,50,8,8.712893333,-10.32232833,GN
3,20,10,8.713521667,-10.36402167,GN
8,60,10,8.715211667,-10.481095,SL
8,60,10,8.715911667,-10.49245333,SL
3,5,3,8.71642,-10.33751,GN
5,30,3,8.716963333,-10.418695,GN
5,30,10,8.717155,-10.419205,GN
11,10,6,8.717725,-10.44142167,SL
3,60,8,8.719046667,-10.37230333,GN
8,30,3,8.721805,-10.47710667,SL
8,30,10,8.723956667,-10.43724167,SL
8,30,10,8.72434,-10.489445,SL
8,20,3,8.725526667,-10.47772833,SL
8,80,10,8.725571667,-10.48576333,SL
8,30,3,8.727498333,-10.44848833,SL
8,60,8,8.727855,-10.37833,GN
7,30,2,8.729431667,-10.45811833,SL
3,60,8,8.729655,-10.34542,GN
3,60,8,8.730931667,-10.329475,GN
3,10,6,8.736471667,-10.42617333,SL
8,15,10,8.737255,-10.4809,SL
11,15,6,8.737631667,-10.44689833,SL
8,10,10,8.737905,-10.48982667,SL
8,120,10,8.740638333,-10.35364167,GN
8,120,6,8.74388,-10.33874167,GN
8,20,10,8.747581667,-10.47586833,SL
8,60,10,8.749253333,-10.478625,SL
1,10,3,8.750606667,-10.432565,SL
4,65,6,8.755251667,-10.46807333,SL
8,25,10,8.755576667,-10.44772,SL
7,30,10,8.755758333,-10.46833667,SL
8,30,10,8.759485,-10.44051833,SL
8,180,10,8.760596667,-10.50170833,SL
999995,999995,999995,8.765441667,-10.46395667,SL
11,18,10,8.765901667,-10.46253667,SL
3,10,10,8.76615,-10.44877833,SL
8,10,10,8.76903,-10.43716833,SL
7,45,10,8.770695,-10.49901167,SL
8,120,10,8.77085,-10.50112,SL
8,10,10,8.776123333,-10.50902,SL
7,10,10,8.778331667,-10.49317,SL
8,10,10,8.778591667,-10.49327333,SL
999995,999995,999995,8.779981667,-10.48067,SL
11,45,3,8.784003333,-10.466215,SL
4,45,10,8.785888333,-10.51957667,SL
4,45,10,8.78885,-10.50770333,SL
8,40,10,8.792966667,-10.45070333,SL
999995,999995,999995,8.792988333,-10.46824167,SL
7,15,10,8.79419,-10.497925,SL
11,45,10,8.798545,-10.46567,SL
11,60,10,8.799325,-10.49094167,SL
8,25,10,8.79996,-10.48314833,SL
8,40,6,8.800016667,-10.48328167,SL
11,45,10,8.801016667,-10.515,SL
7,20,10,8.801446667,-10.497845,SL
3,8,10,8.803395,-10.44335333,SL
8,20,10,8.81254,-10.50684667,SL
11,60,10,8.812766667,-10.53419,SL
11,60,10,8.813641667,-10.55703667,SL
8,6,6,8.81682,-10.50108333,SL
8,40,10,8.817765,-10.46725167,SL
8,10,10,8.820671667,-10.50944667,SL
4,4,10,8.82187,-10.33219667,GN
8,30,10,8.823415,-10.43151833,SL
8,30,3,8.824116667,-10.43200333,SL
8,40,10,8.8269,-10.44982333,SL
8,20,10,8.827035,-10.44969667,SL
8,30,10,8.836761667,-10.39538833,SL
8,4,10,8.837965,-10.428545,SL
8,20,10,8.838035,-10.42861667,SL
8,18,10,8.838613333,-10.46497833,SL
99,10,1,8.83926,-10.512025,SL
8,20,10,8.841286667,-10.42914333,SL
8,30,10,8.841435,-10.428695,SL
8,20,10,8.841438333,-10.4409,SL
8,30,10,8.841453333,-10.441025,SL
8,30,10,8.843956667,-10.352385,SL
8,30,10,8.844573333,-10.34932,SL
99,3,10,8.848761667,-10.54778,SL
3,30,10,8.848796667,-10.33286667,SL
3,10,10,8.855935,-10.52562833,SL
8,15,6,8.857938333,-10.47776,SL
8,120,10,8.858033333,-10.47791667,SL
8,15,10,8.859691667,-10.42641,SL
8,10,10,8.859733333,-10.34589167,SL
8,20,10,8.859753333,-10.42639167,SL
8,60,10,8.859885,-10.51553,SL
7,6,6,8.865136667,-10.44223833,SL
8,120,6,8.86522,-10.44220667,SL
8,6,10,8.865426667,-10.47656167,SL
8,8,10,8.866,-10.47682167,SL
8,10,10,8.868823333,-10.53722,SL
8,15,10,8.869793333,-10.48948333,SL
8,8,10,8.869893333,-10.48939167,SL
8,10,6,8.872245,-10.428495,SL
8,80,10,8.87227,-10.42817,SL
4,25,6,8.872561667,-10.44661167,SL
8,240,4,8.872721667,-10.44674833,SL
8,5,10,8.873893333,-10.56844333,SL
7,6,10,8.880833333,-10.477185,SL
8,15,10,8.880983333,-10.475985,SL
8,5,10,8.88355,-10.56485,SL
99,10,10,8.885253333,-10.498755,SL
8,10,10,8.885435,-10.49888333,SL
3,10,6,8.891793333,-10.43609167,SL
3,10,10,8.892046667,-10.436135,SL
3,10,6,8.892211667,-10.43573167,SL
8,20,10,8.893836667,-10.53683833,SL
8,40,6,8.899191667,-10.521555,SL
3,5,6,8.899811667,-10.47093333,SL
3,30,10,8.899953333,-10.47091833,SL
8,30,6,8.913855,-10.54392167,SL
8,15,10,8.918216667,-10.56710167,SL
8,12,6,8.918978333,-10.50599667,SL
8,30,10,8.919521667,-10.505845,SL
8,25,10,8.929566667,-10.52349667,SL
8,25,6,8.935461667,-10.57315667,SL
3,10,6,8.941653333,-10.43931667,SL
99,12,6,8.947698333,-10.578195,SL
8,5,6,8.948098333,-10.46741,SL
11,60,10,8.949528333,-10.468115,SL
1,35,10,8.95333,-10.51838333,SL
99,45,3,8.953353333,-10.51832667,SL
7,15,6,8.953395,-10.43850333,SL
8,20,10,8.960746667,-10.49080833,SL
8,15,10,8.960771667,-10.49081667,SL
7,20,6,8.967368333,-10.57567,SL
8,15,6,8.970815,-10.53019833,SL
8,45,6,8.97238,-10.558805,SL
3,5,6,8.975565,-10.47142167,SL
7,5,10,8.994088333,-10.49698,SL
8,6,6,8.99668,-10.552025,SL
8,30,10,9.001878333,-10.46769167,SL
8,30,10,9.002685,-10.46106,SL
8,30,6,9.006858333,-10.52791167,SL
7,10,6,9.01152,-10.51137,SL
8,20,10,9.012406667,-10.47439833,SL
8,15,10,9.014181667,-10.48130833,SL
8,6,6,9.025213333,-10.50234,SL
8,20,6,9.029145,-10.57401667,SL
8,40,6,9.029846667,-10.57384333,SL
8,10,10,9.030591667,-10.564335,SL
8,10,6,9.035683333,-10.49307667,SL
8,4,10,9.039243333,-10.46434,SL
3,12,3,9.040385,-10.44017667,SL
11,180,6,9.04273,-10.51975333,SL
8,12,6,9.049945,-10.45574333,SL
8,5,6,9.053923333,-10.49227,SL
8,40,6,9.05503,-10.56557333,SL
3,180,10,9.057036667,-13.31177167,SL
8,8,6,9.061001667,-10.47578333,SL
5,10,6,9.06465,-13.271785,SL
5,15,10,9.065353333,-13.26836667,SL
999995,999995,999995,9.0667,-13.27048333,SL
8,60,6,9.067146667,-13.26537833,SL
999995,999995,999995,9.067463333,-13.076675,SL
999995,999995,999995,9.067546667,-13.076625,SL
8,20,6,9.067988333,-13.082815,SL
8,60,10,9.068335,-13.259785,SL
3,60,6,9.06835,-13.25957833,SL
7,20,10,9.068525,-13.26562667,SL
7,60,10,9.068873333,-13.27347333,SL
7,15,6,9.069095,-13.27031,SL
8,30,6,9.06913,-13.07639333,SL
999995,999995,999995,9.069461667,-13.26329167,SL
8,30,6,9.069466667,-13.08235667,SL
11,10,6,9.069638333,-13.11489833,SL
5,30,6,9.06987,-13.26466333,SL
3,30,6,9.070033333,-13.10485667,SL
8,40,6,9.070533333,-13.26093,SL
7,12,10,9.071485,-13.12347833,SL
5,10,6,9.071716667,-13.26576,SL
11,30,6,9.071755,-13.124065,SL
8,90,10,9.071946667,-13.08461667,SL
7,30,10,9.072568333,-13.27349667,SL
8,30,6,9.072983333,-10.614815,SL
8,90,10,9.073081667,-13.08588,SL
5,10,6,9.074763333,-13.266395,SL
8,60,6,9.074923333,-13.25503833,SL
8,90,3,9.076403333,-13.09008333,SL
8,60,6,9.076475,-13.26633167,SL
8,190,3,9.07689,-13.088395,SL
8,60,6,9.07719,-13.13619833,SL
8,9999,999995,9.077235,-13.13632,SL
8,50,10,9.077546667,-13.08745333,SL
8,30,6,9.078583333,-13.083055,SL
8,30,6,9.078583333,-13.083055,SL
3,60,6,9.078636667,-13.28591667,SL
5,5,6,9.078848333,-13.27531833,SL
8,15,10,9.078848333,-13.09242667,SL
8,30,10,9.078923333,-10.63298333,SL
5,15,6,9.079023333,-13.26564333,SL
3,60,6,9.079116667,-13.28759,SL
3,60,6,9.079196667,-13.27101333,SL
8,80,6,9.079253333,-13.08159,SL
8,5,6,9.079321667,-13.24665167,SL
8,9999,999995,9.080453333,-13.14597833,SL
8,10,3,9.081361667,-13.07595167,SL
11,5,10,9.081601667,-13.137285,SL
11,60,6,9.081956667,-13.13563667,SL
7,10,6,9.083528333,-13.24427333,SL
11,30,3,9.083795,-13.09226167,SL
5,10,6,9.084281667,-13.268035,SL
7,15,6,9.0852,-13.27517167,SL
7,15,6,9.085573333,-13.157925,SL
8,15,6,9.085995,-13.24436,SL
8,10,6,9.086516667,-13.235185,SL
999995,999995,999995,9.086846667,-13.14445833,SL
8,6,6,9.087393333,-10.66247167,SL
7,60,6,9.08745,-13.26473667,SL
8,30,6,9.088426667,-10.472895,SL
7,8,6,9.089343333,-13.15554333,SL
8,90,6,9.090148333,-13.26144833,SL
7,20,6,9.090201667,-13.24321167,SL
3,10,6,9.090431667,-10.44244,SL
8,60,6,9.090841667,-13.25757667,SL
7,10,10,9.091451667,-13.23304,SL
8,10,10,9.09196,-13.070865,SL
999995,999995,999995,9.092153333,-13.07076667,SL
8,9999,999995,9.092155,-13.070825,SL
11,20,6,9.09248,-13.1708,SL
5,5,3,9.092481667,-13.20747833,SL
8,10,6,9.093585,-13.24076333,SL
8,45,6,9.09538,-13.11779,SL
8,30,6,9.095595,-10.65540667,SL
7,60,6,9.095665,-13.26450333,SL
8,20,4,9.095778333,-13.18819833,SL
8,3,6,9.09666,-13.178145,SL
8,20,6,9.098363333,-13.20428333,SL
3,60,6,9.0988,-13.197265,SL
7,20,6,9.098816667,-13.23983,SL
8,30,3,9.099013333,-13.23959833,SL
8,90,6,9.099368333,-13.258235,SL
8,10,10,9.09973,-10.66977833,SL
8,10,6,9.100055,-10.62499833,SL
8,20,6,9.100153333,-10.54657333,SL
7,90,6,9.100808333,-13.26177,SL
8,12,6,9.101203333,-10.45916833,SL
8,5,6,9.101535,-13.23540167,SL
999995,999995,999995,9.101795,-10.63433333,SL
999995,999995,999995,9.102188333,-10.49153,SL
7,5,6,9.10291,-13.23554167,SL
8,15,6,9.103476667,-10.50307167,SL
3,15,6,9.104653333,-10.48989667,SL
11,30,6,9.104806667,-13.1139,SL
11,60,10,9.105793333,-13.10002667,SL
8,10,6,9.106093333,-13.23144,SL
7,5,6,9.10648,-13.23366667,SL
999995,999995,999995,9.106493333,-10.44329167,SL
8,20,6,9.106951667,-13.13316167,SL
3,20,6,9.10697,-13.05823833,SL
11,15,6,9.10814,-13.08303167,SL
5,20,6,9.108216667,-13.016645,SL
7,30,6,9.108228333,-13.01659167,SL
11,15,10,9.108855,-13.01768333,SL
7,20,6,9.108913333,-13.25556833,SL
8,15,10,9.109165,-10.66217167,SL
8,120,6,9.110438333,-13.20141167,SL
8,5,6,9.110441667,-10.61087833,SL
8,60,6,9.110821667,-13.19812833,SL
8,150,6,9.110948333,-13.19243333,SL
999995,999995,999995,9.111143333,-13.19838667,SL
8,32,10,9.1112,-10.54130667,SL
8,15,10,9.112305,-10.51890667,SL
999995,999995,999995,9.113378333,-10.660785,SL
8,30,6,9.114271667,-13.15466333,SL
8,60,6,9.114838333,-10.70057667,SL
999995,999995,999995,9.115806667,-10.48718667,SL
11,30,6,9.116988333,-13.10113167,SL
7,240,10,9.117001667,-13.17608,SL
8,15,6,9.117883333,-10.55816,SL
7,20,10,9.118805,-13.03150833,SL
11,30,10,9.119045,-13.03117833,SL
8,150,6,9.119948333,-13.20896333,SL
3,2,6,9.120498333,-10.66538,SL
3,40,6,9.121008333,-13.204385,SL
7,15,6,9.123523333,-13.005615,SL
8,20,6,9.125451667,-13.00637667,SL
3,30,6,9.126248333,-10.66383,SL
8,60,6,9.128056667,-12.99698,SL
7,20,6,9.128523333,-12.99788167,SL
8,20,10,9.131291667,-13.04027,SL
8,25,6,9.132996667,-10.44078333,SL
8,30,6,9.134391667,-10.58990333,SL
3,80,6,9.134675,-13.20833667,SL
999995,999995,999995,9.135248333,-13.02918333,SL
8,25,6,9.137813333,-10.45919833,SL
7,20,6,9.138443333,-13.021435,SL
3,12,6,9.14066,-10.62911667,SL
3,60,6,9.141275,-13.2116,SL
999995,999995,999995,9.141523333,-10.437445,SL
8,30,10,9.14259,-13.08832167,SL
8,30,2,9.142805,-13.08768333,SL
3,45,6,9.143406667,-13.21241,SL
8,36,6,9.144143333,-10.623195,SL
11,20,6,9.144405,-13.01404833,SL
7,15,6,9.144855,-13.013685,SL
8,15,6,9.145025,-10.53248833,SL
7,45,6,9.145365,-13.218155,SL
11,30,10,9.145726667,-13.05866667,SL
8,12,6,9.146876667,-10.43523667,SL
999995,999995,999995,9.147466667,-13.223805,SL
999995,999995,999995,9.147466667,-13.223805,SL
7,190,6,9.14824,-13.23187,SL
7,20,6,9.148395,-13.00957167,SL
7,90,6,9.148461667,-13.22765833,SL
7,190,6,9.148466667,-13.22760833,SL
7,60,6,9.148916667,-13.231325,SL
7,120,6,9.148938333,-13.23148333,SL
8,9999,999995,9.149081667,-10.45558167,SL
7,15,10,9.150356667,-13.084625,SL
7,240,6,9.150685,-13.22613,SL
7,240,6,9.150723333,-13.22753833,SL
8,60,6,9.153561667,-13.23219667,SL
7,15,10,9.153883333,-13.03143667,SL
11,15,10,9.155765,-13.03914,SL
8,35,6,9.155918333,-10.476065,SL
11,20,10,9.156061667,-13.06070667,SL
3,10,6,9.156735,-10.64557333,SL
7,28,10,9.157215,-13.07008,SL
7,240,6,9.158,-13.199805,SL
7,190,6,9.15818,-13.20698833,SL
7,190,3,9.158526667,-13.18653833,SL
8,60,6,9.158815,-13.22785,SL
3,12,6,9.159905,-12.99409,SL
7,190,6,9.15992,-13.20023667,SL
8,60,6,9.160185,-13.21514333,SL
8,50,10,9.160643333,-10.56732167,SL
7,90,6,9.160871667,-13.206115,SL
11,45,10,9.16116,-13.02057,SL
7,20,6,9.161245,-13.020505,SL
8,25,6,9.161438333,-10.48905,SL
7,240,10,9.163721667,-13.201285,SL
7,30,3,9.164706667,-13.18827667,SL
999995,999995,999995,9.165306667,-12.99173167,SL
8,40,6,9.16553,-13.20002667,SL
7,12,6,9.165638333,-12.99150667,SL
7,10,6,9.165776667,-12.99076333,SL
7,40,6,9.166761667,-13.22018167,SL
7,30,6,9.166821667,-13.01671,SL
8,30,6,9.167135,-12.98988167,SL
8,190,6,9.16736,-13.19701167,SL
3,15,6,9.167481667,-10.59878167,SL
8,12,6,9.168338333,-12.98907,SL
8,60,6,9.168471667,-13.20740667,SL
999995,999995,999995,9.169016667,-13.199755,SL
8,14,10,9.171916667,-10.490605,SL
8,15,10,9.172161667,-13.07620333,SL
999995,999995,999995,9.172296667,-13.21093833,SL
7,10,6,9.172648333,-12.98653167,SL
999995,999995,999995,9.173505,-12.98595667,SL
7,30,10,9.177818333,-13.01709167,SL
8,45,10,9.177953333,-10.508855,SL
8,60,10,9.178783333,-13.07587,SL
7,15,6,9.179156667,-12.980945,SL
8,10,10,9.18099,-10.48245667,SL
3,15,6,9.18161,-12.97090333,SL
7,30,3,9.18183,-12.97065833,SL
8,30,6,9.181836667,-12.97088,SL
3,10,3,9.182448333,-13.14740333,SL
8,9,10,9.182488333,-10.490335,SL
999995,999995,999995,9.182491667,-12.97699833,SL
7,9999,999995,9.18274,-12.97625333,SL
7,20,10,9.183768333,-13.01224833,SL
3,5,6,9.186313333,-13.014165,SL
3,10,3,9.187491667,-13.149165,SL
8,120,10,9.188731667,-12.97232667,SL
7,60,10,9.191948333,-13.06938333,SL
7,30,6,9.195365,-13.02564667,SL
8,30,6,9.195425,-13.00596667,SL
11,15,10,9.195461667,-13.025445,SL
8,10,6,9.195953333,-10.630805,SL
999995,999995,999995,9.197205,-12.979305,SL
11,30,10,9.197383333,-13.07338333,SL
999995,999995,999995,9.197766667,-13.02236333,SL
11,60,10,9.19779,-13.07095667,SL
3,5,6,9.199238333,-10.56930333,SL
8,60,6,9.199251667,-10.62808333,SL
11,60,10,9.201465,-13.07664667,SL
3,10,6,9.202635,-12.98457,SL
3,60,6,9.203336667,-12.98585667,SL
3,8,6,9.203605,-10.51471667,SL
3,15,6,9.204395,-12.98683167,SL
7,240,6,9.20586,-12.98309833,SL
7,240,6,9.20586,-12.98309833,SL
7,15,10,9.206161667,-13.17082,GN
7,240,10,9.207595,-12.98403,SL
7,10,10,9.209335,-13.16260333,GN
7,30,10,9.209533333,-13.15492833,GN
3,5,6,9.212153333,-10.544775,SL
8,40,6,9.212516667,-13.015765,SL
11,25,10,9.212643333,-13.06126667,SL
11,30,10,9.212836667,-13.0618,SL
7,20,10,9.214158333,-13.14290667,GN
999995,999995,999995,9.214178333,-12.99739667,SL
8,40,6,9.214185,-13.15601833,GN
11,30,10,9.21454,-13.06191333,SL
3,5,6,9.216013333,-10.506285,SL
8,60,3,9.219145,-13.001745,SL
11,15,6,9.221233333,-13.00290667,SL
8,60,6,9.224271667,-13.14841667,GN
8,15,10,9.22472,-13.14772833,GN
999995,999995,999995,9.225185,-13.00468,SL
999995,999995,999995,9.226305,-13.01039,SL
8,40,6,9.230533333,-13.00832667,SL
8,30,6,9.230755,-12.98733167,SL
999995,999995,999995,9.230781667,-13.029315,SL
3,20,6,9.232506667,-13.008725,SL
3,10,6,9.232966667,-13.00921167,SL
7,40,6,9.233728333,-13.145775,GN
8,40,3,9.233766667,-13.14578833,GN
3,5,3,9.23669,-13.02133167,SL
3,10,6,9.23846,-13.012145,SL
3,10,6,9.23846,-13.012145,SL
8,5,6,9.239223333,-10.50938833,SL
7,60,6,9.23952,-13.03200667,SL
3,40,6,9.24102,-13.01530167,SL
7,120,10,9.241651667,-13.155575,GN
999995,999995,999995,9.241815,-13.11929833,GN
7,90,6,9.243073333,-13.12372167,GN
8,30,10,9.243601667,-13.11162833,GN
3,5,6,9.244116667,-13.019025,SL
3,30,6,9.24548,-13.01989667,SL
8,180,6,9.24842,-12.96343833,SL
3,45,6,9.249426667,-13.05795167,GN
1,5,10,9.249655,-10.60652167,SL
3,10,6,9.250066667,-12.99743333,SL
8,30,3,9.250801667,-13.01919,SL
3,10,6,9.251378333,-13.062035,GN
3,60,3,9.2515,-13.01985,SL
8,60,6,9.252348333,-13.036505,SL
8,60,6,9.252348333,-13.036505,SL
5,10,6,9.252373333,-13.036755,SL
999995,999995,999995,9.253756667,-13.06261667,GN
3,10,6,9.254278333,-12.95845333,SL
8,90,6,9.255683333,-13.11809833,GN
8,30,10,9.256626667,-13.01075167,SL
999995,999995,999995,9.257228333,-13.06243,GN
5,30,10,9.26038,-13.16471,GN
8,240,3,9.262523333,-13.02608333,SL
8,240,3,9.262523333,-13.02608333,SL
7,120,6,9.262543333,-12.97615667,SL
7,30,10,9.26375,-13.10269833,GN
999995,999995,999995,9.26381,-13.06559667,GN
7,40,10,9.264628333,-13.10018833,GN
8,80,6,9.265578333,-13.00489667,SL
8,30,6,9.26568,-13.005975,SL
8,40,6,9.265845,-13.12333167,GN
7,15,6,9.266466667,-13.13328333,GN
3,5,10,9.266891667,-10.56778833,SL
999995,999995,999995,9.267671667,-13.10083,GN
3,60,6,9.268386667,-12.97771167,SL
8,90,6,9.269171667,-13.00587667,SL
8,120,6,9.26926,-12.95348833,SL
8,60,6,9.270168333,-13.06894167,GN
3,30,3,9.270333333,-13.02702833,GN
999995,999995,999995,9.270886667,-13.11236,GN
7,240,6,9.27135,-13.150925,GN
7,20,10,9.271418333,-13.15061167,GN
8,60,6,9.271753333,-13.07029333,GN
7,40,6,9.272168333,-13.09703,GN
7,15,6,9.27253,-12.966145,SL
3,10,6,9.273505,-12.99493833,SL
8,120,6,9.273516667,-13.01089,GN
11,60,6,9.273588333,-13.01084833,GN
8,9999,999995,9.275273333,-13.08652,GN
7,240,10,9.275931667,-13.08909667,GN
7,240,10,9.275931667,-13.08909667,GN
8,20,10,9.27621,-10.59307333,SL
8,90,6,9.277781667,-13.07286833,GN
7,8,10,9.27786,-13.07235333,GN
8,30,6,9.278523333,-12.98090333,SL
7,60,6,9.278928333,-13.01091167,GN
3,60,3,9.279178333,-13.01095,GN
7,20,3,9.280996667,-12.96071833,SL
7,15,6,9.282498333,-13.028825,GN
8,10,10,9.282746667,-10.62257667,SL
99,3,6,9.282771667,-12.84728833,SL
8,15,6,9.283298333,-13.07313333,GN
7,190,6,9.284256667,-12.99517,GN
8,60,6,9.284523333,-12.994665,GN
8,20,6,9.284631667,-13.05754,GN
8,20,6,9.28517,-13.05953167,GN
8,60,6,9.285383333,-13.00377833,GN
999995,999995,999995,9.28579,-13.05984,GN
3,50,3,9.286281667,-13.07287167,GN
8,16,6,9.286353333,-12.98680667,SL
999995,999995,999995,9.286641667,-13.07984333,GN
3,30,6,9.286681667,-12.98624833,SL
999995,999995,999995,9.286858333,-13.07899833,GN
999995,999995,999995,9.287231667,-13.07917,GN
8,6,6,9.287591667,-13.03026833,GN
7,40,6,9.287636667,-12.99468667,GN
8,60,6,9.288058333,-13.03482833,GN
8,9999,999995,9.288341667,-13.03087667,GN
3,20,3,9.289666667,-13.07277167,GN
999995,999995,999995,9.289735,-13.06969,GN
999995,999995,999995,9.289846667,-13.06956167,GN
999995,999995,999995,9.290296667,-13.06913667,GN
8,90,6,9.291523333,-13.10506833,GN
8,90,6,9.292411667,-13.10513833,GN
7,90,6,9.292621667,-13.08624167,GN
8,12,10,9.29328,-13.06337333,GN
8,15,6,9.294196667,-12.97551333,GN
7,240,6,9.29442,-12.97567833,GN
8,60,6,9.295548333,-13.032205,GN
8,30,6,9.296271667,-13.03265833,GN
3,90,6,9.2967,-12.96679167,SL
11,190,6,9.296826667,-12.96679167,SL
8,12,6,9.297291667,-12.98608667,GN
3,10,6,9.298096667,-12.84016667,SL
999995,999995,999995,9.29977,-12.95908167,SL
8,5,10,9.300601667,-13.05962333,GN
7,60,3,9.300735,-13.06012833,GN
5,5,3,9.301536667,-13.02394333,GN
8,10,4,9.301776667,-13.18866167,GN
8,60,6,9.30178,-13.02599833,GN
8,120,6,9.301878333,-13.02615833,GN
3,60,6,9.302853333,-13.035065,GN
3,30,6,9.305278333,-12.96924167,GN
3,10,6,9.30575,-12.96776167,GN
3,60,6,9.306008333,-12.96911,GN
3,10,6,9.306161667,-12.96544333,GN
3,60,6,9.306946667,-12.96893333,GN
7,10,6,9.30738,-13.12423833,GN
8,15,6,9.30797,-12.81576333,SL
8,10,10,9.308405,-12.83193833,SL
5,3,6,9.308848333,-12.93824833,SL
8,1,4,9.309546667,-13.20807,GN
8,30,10,9.309635,-13.04545,GN
8,45,6,9.310345,-13.04424833,GN
7,80,6,9.31038,-13.09992,GN
7,60,6,9.310643333,-13.04400833,GN
8,20,6,9.310658333,-12.814705,SL
8,30,10,9.310811667,-12.83801667,SL
7,9999,999995,9.31084,-13.04322333,GN
7,80,6,9.310858333,-13.09965167,GN
7,10,6,9.310906667,-13.04405333,GN
7,60,6,9.311346667,-13.05644667,GN
7,75,6,9.312116667,-13.09931333,GN
8,60,6,9.312185,-13.04039333,GN
3,30,6,9.312228333,-13.04054333,GN
3,9999,999995,9.312338333,-13.04117833,GN
11,60,10,9.314926667,-13.007595,GN
3,40,6,9.315013333,-13.006905,GN
3,5,6,9.316158333,-13.04438167,GN
999995,999995,999995,9.316301667,-13.051915,GN
7,90,6,9.316403333,-13.08812667,GN
999995,999995,999995,9.318366667,-13.04585833,GN
999995,999995,999995,9.318526667,-13.03750833,GN
8,9999,999995,9.318553333,-13.04599833,GN
999995,999995,999995,9.318598333,-13.04582,GN
999995,999995,999995,9.318621667,-13.04593,GN
999995,999995,999995,9.31863,-13.04581,GN
8,45,10,9.318703333,-13.04601667,GN
8,9999,999995,9.319198333,-13.04618833,GN
8,9999,999995,9.319431667,-13.01384833,GN
8,60,10,9.320061667,-13.046835,GN
8,20,3,9.320983333,-13.206135,GN
8,10,6,9.322003333,-13.06647833,GN
8,30,6,9.32387,-12.969815,GN
8,60,6,9.324836667,-10.65014333,SL
3,5,3,9.32498,-13.15468833,GN
3,60,6,9.325083333,-13.11042333,GN
7,90,6,9.32567,-12.99565333,GN
7,30,3,9.325705,-13.07212833,GN
8,20,6,9.32583,-12.99556833,GN
999995,999995,999995,9.325851667,-13.07217833,GN
8,8,6,9.326025,-10.59750667,SL
3,90,6,9.326026667,-13.07191333,GN
8,30,4,9.32909,-13.17643667,GN
8,3,4,9.330461667,-13.21739167,GN
8,5,10,9.332268333,-12.97278333,GN
999995,999995,999995,9.332585,-10.59204333,SL
7,60,6,9.334001667,-12.99284833,GN
8,120,6,9.33611,-13.00608833,GN
8,60,4,9.33712,-13.16819167,GN
8,30,4,9.337393333,-12.96893667,GN
8,15,4,9.337421667,-12.96898,GN
8,20,4,9.337508333,-12.96892833,GN
8,30,3,9.338531667,-13.08604167,GN
7,190,6,9.339476667,-12.986235,GN
8,60,10,9.339915,-10.68754667,SL
3,190,6,9.340411667,-12.85870167,SL
999995,999995,999995,9.342168333,-13.05254,GN
8,1,4,9.342771667,-13.16567833,GN
7,80,6,9.343103333,-13.014905,GN
8,40,4,9.344431667,-13.13276333,GN
8,45,6,9.344516667,-13.13261333,GN
8,60,4,9.34464,-13.14752667,GN
8,10,6,9.344883333,-13.14683167,GN
8,120,6,9.34592,-12.93696833,GN
999995,999995,999995,9.347186667,-13.01218,GN
11,40,10,9.347408333,-13.09108,GN
11,18,6,9.348818333,-12.75726,SL
7,60,6,9.349278333,-12.99887167,GN
8,1,3,9.350916667,-13.11346833,GN
3,5,3,9.351751667,-13.13256667,GN
8,2,4,9.352008333,-13.12152,GN
8,16,6,9.35222,-12.77112833,SL
8,30,10,9.353433333,-12.93818167,GN
3,10,6,9.353588333,-12.77215,SL
8,1,3,9.353735,-13.17873333,GN
999995,999995,999995,9.354063333,-13.11058833,GN
8,40,4,9.3545,-13.10986667,GN
999995,999995,999995,9.35494,-13.05494333,GN
999995,999995,999995,9.35494,-13.05494333,GN
