drink_wat,water_time,toilet,hh_gps_latitude,hh_gps_longitude,Country
11,3,8,7.231025,-9.436878333,LR
7,10,3,7.231211667,-8.997385,LR
3,4,6,7.231375,-8.897871667,LR
11,5,6,7.231548333,-8.85842,LR
7,5,6,7.231773333,-9.01438,LR
1,4,10,7.232068333,-9.168641667,GN
1,2,6,7.23336,-9.014895,LR
8,5,5,7.234698333,-8.98965,LR
11,5,6,7.234723333,-8.884293333,LR
1,2,3,7.235248333,-9.617611667,LR
3,2,6,7.236691667,-8.979366667,LR
2,5,3,7.237336667,-8.967268333,LR
2,10,3,7.237405,-8.957465,LR
11,5,3,7.237761667,-8.964203333,LR
3,3,6,7.237823333,-8.881536667,LR
5,15,6,7.238375,-11.13186333,SL
2,5,3,7.239256667,-11.13014333,SL
11,6,10,7.239623333,-9.233905,GN
8,10,1,7.240013333,-9.50992,LR
2,2,3,7.241443333,-11.12552167,SL
8,2,6,7.242186667,-8.895178333,LR
1,10,6,7.242963333,-9.15189,GN
11,1,10,7.24353,-8.872196667,LR
7,6,6,7.245068333,-9.149513333,GN
1,4,6,7.246373333,-9.220243333,GN
1,4,6,7.248273333,-9.144496667,GN
3,10,10,7.249446667,-9.27191,GN
5,10,10,7.24974,-11.11687833,SL
5,50,3,7.25039,-11.20958833,SL
7,18,1,7.250751667,-9.131623333,GN
11,120,10,7.250948333,-11.140875,SL
2,33,3,7.252065,-11.11598167,SL
11,30,10,7.257433333,-11.18622333,SL
4,5,5,7.258051667,-9.352306667,LR
1,2,6,7.258163333,-9.352326667,LR
1,2,6,7.258833333,-9.352203333,LR
11,3,5,7.259213333,-8.907963333,LR
4,3,10,7.259236667,-9.509025,LR
11,15,6,7.25996,-9.192123333,GN
11,5,1,7.260043333,-9.43454,LR
11,5,1,7.260071667,-9.434626667,LR
11,3,1,7.260088333,-9.43443,LR
11,8,1,7.260191667,-9.434713333,LR
11,3,1,7.260323333,-9.43429,LR
11,5,1,7.260333333,-9.4343,LR
8,30,10,7.260583333,-8.924266667,LR
1,10,3,7.260833333,-9.435441667,LR
11,38,6,7.26117,-11.04165833,SL
11,35,10,7.261178333,-11.041715,SL
11,10,6,7.2639,-8.930353333,LR
2,65,3,7.263903333,-11.10145167,SL
11,35,10,7.264163333,-11.044475,SL
11,15,10,7.264493333,-9.28431,GN
8,8,3,7.264946667,-9.447793333,LR
2,6,3,7.265751667,-11.05247833,SL
1,2,3,7.267135,-9.556253333,LR
11,25,6,7.267471667,-11.06127667,SL
8,4,6,7.269495,-9.567406667,LR
5,3,1,7.269983333,-9.326328333,GN
7,60,3,7.272431667,-11.07058667,SL
8,10,3,7.27385,-9.555131667,LR
5,20,3,7.274426667,-9.543963333,LR
6,10,3,7.276026667,-11.172235,SL
8,15,3,7.276173333,-9.474185,LR
8,5,3,7.277991667,-9.53872,LR
8,8,3,7.278771667,-9.533238333,LR
8,5,10,7.279806667,-9.429255,LR
8,10,3,7.280165,-9.48201,LR
8,6,3,7.28162,-9.548725,LR
8,5,3,7.28179,-9.483566667,LR
4,2,3,7.282,-9.311381667,GN
4,2,6,7.282048333,-9.310558333,GN
8,10,3,7.282243333,-9.489643333,LR
2,3,3,7.282328333,-9.401706667,LR
8,10,3,7.282485,-9.483408333,LR
999999,999999,999999,7.282523333,-9.182656667,GN
2,5,5,7.282678333,-8.825445,LR
11,4,10,7.282871667,-11.050845,SL
1,3,3,7.282895,-9.520805,LR
8,10,3,7.283571667,-9.54682,LR
8,40,10,7.283861667,-9.489978333,LR
2,3,3,7.283963333,-11.09935833,SL
5,15,3,7.284268333,-11.09947167,SL
8,10,10,7.284663333,-8.82494,LR
5,2,3,7.284778333,-9.5187,LR
6,10,3,7.284806667,-11.17337333,SL
8,15,5,7.285735,-8.834801667,LR
7,4,6,7.286935,-9.217628333,GN
2,40,10,7.291278333,-11.107625,SL
11,90,10,7.294563333,-11.11303,SL
11,3,10,7.294885,-9.431605,LR
4,6,10,7.296485,-9.283571667,GN
5,2,3,7.298068333,-9.440266667,LR
97,30,10,7.299123333,-11.13455667,SL
11,10,10,7.29969,-9.426888333,LR
8,5,6,7.299713333,-8.805646667,LR
7,20,6,7.299978333,-11.1149,SL
11,60,10,7.300193333,-11.11506,SL
11,5,10,7.30092,-9.380541667,GN
5,2,10,7.302076667,-9.441538333,LR
11,7,5,7.302196667,-9.42918,LR
11,20,8,7.302288333,-9.375208333,GN
7,4,10,7.302311667,-9.441575,LR
5,4,5,7.30264,-9.375658333,GN
11,5,5,7.302861667,-9.422755,GN
11,7,5,7.303286667,-9.422455,GN
11,3,1,7.305311667,-9.366465,GN
8,20,3,7.305808333,-9.489891667,LR
11,15,3,7.306838333,-11.09638167,SL
5,65,3,7.307781667,-11.09442333,SL
11,60,10,7.307841667,-11.10094,SL
11,10,10,7.308008333,-9.363268333,GN
7,7,6,7.308046667,-11.10093667,SL
11,35,10,7.308123333,-11.10051,SL
11,30,10,7.30918,-11.12385333,SL
8,20,5,7.309318333,-8.775063333,LR
11,6,1,7.310131667,-9.512041667,LR
11,5,1,7.310158333,-9.512091667,LR
5,2,1,7.310231667,-9.51204,LR
11,5,1,7.310248333,-9.511961667,LR
8,10,10,7.310478333,-8.775601667,LR
5,4,3,7.310498333,-9.518173333,LR
11,4,10,7.310863333,-9.510603333,LR
11,6,10,7.310893333,-9.510505,LR
11,6,6,7.310976667,-9.510795,LR
8,15,3,7.311468333,-9.439888333,GN
6,5,5,7.31376,-8.718716667,LR
8,10,10,7.315375,-9.273895,GN
11,10,6,7.315391667,-9.273718333,GN
5,7,10,7.315625,-11.08197667,SL
7,5,8,7.318265,-9.30993,GN
8,10,3,7.318411667,-9.452026667,GN
6,60,5,7.319805,-8.720873333,LR
2,1,10,7.320536667,-11.136415,SL
8,6,5,7.32182,-8.720846667,LR
7,32,10,7.32224,-11.07753167,SL
6,12,5,7.324348333,-8.707791667,LR
8,9,5,7.328306667,-8.718618333,LR
1,20,3,7.328656667,-11.13862167,SL
11,4,8,7.331806667,-9.340716667,GN
11,60,10,7.331893333,-11.074295,SL
11,6,10,7.334421667,-9.315125,GN
999999,999999,999999,7.337555,-8.720861667,LR
11,5,8,7.337863333,-9.315121667,GN
4,20,10,7.34078,-9.499713333,GN
8,5,6,7.342323333,-8.757531667,LR
11,5,10,7.34341,-9.316846667,GN
999999,999999,999999,7.343536667,-8.72075,LR
8,5,3,7.349885,-9.30281,GN
8,5,3,7.349893333,-9.302776667,GN
11,4,10,7.353648333,-9.23371,GN
11,6,10,7.353738333,-9.2336,GN
8,8,10,7.357431667,-9.384556667,GN
999999,999999,999999,7.357488333,-9.38451,GN
11,120,10,7.357503333,-9.384431667,GN
5,5,3,7.362218333,-9.499571667,GN
11,5,3,7.362818333,-9.272528333,GN
2,6,3,7.363443333,-8.714765,LR
11,5,6,7.364676667,-9.309223333,GN
11,7,6,7.364896667,-9.30914,GN
2,15,5,7.365778333,-8.805303333,LR
5,10,6,7.367483333,-9.497728333,GN
11,4,10,7.368845,-9.33531,GN
11,8,10,7.368846667,-9.335381667,GN
11,5,3,7.369121667,-9.296163333,GN
11,4,10,7.369153333,-9.296571667,GN
8,4,10,7.370015,-9.389225,GN
8,15,5,7.37082,-8.731485,LR
8,30,5,7.37127,-8.671216667,LR
7,11,3,7.37215,-9.510553333,GN
7,5,5,7.37472,-8.682081667,LR
5,12,10,7.375563333,-9.494276667,GN
5,2,3,7.376575,-9.303541667,GN
8,5,10,7.378075,-11.10331167,SL
11,5,3,7.378746667,-9.218798333,GN
5,2,6,7.378803333,-9.218823333,GN
5,5,3,7.379141667,-9.493381667,GN
2,3,5,7.381971667,-8.753905,LR
5,3,3,7.383955,-9.515095,GN
8,20,10,7.388496667,-11.094305,SL
11,15,10,7.392563333,-8.417373333,LR
8,30,3,7.39276,-8.702016667,LR
5,35,3,7.393851667,-9.489006667,GN
5,6,5,7.39714,-9.490948333,GN
7,50,10,7.399291667,-9.681528333,GN
2,2,10,7.399758333,-9.291963333,GN
11,5,10,7.403805,-11.02772667,SL
1,2,5,7.406878333,-8.802155,LR
11,5,6,7.407078333,-9.367583333,GN
11,25,3,7.408295,-9.31944,GN
7,20,1,7.411088333,-8.689906667,LR
2,1,5,7.411595,-8.66176,LR
8,3,5,7.414985,-8.649671667,LR
5,10,10,7.423388333,-9.493346667,GN
7,47,10,7.425313333,-9.654633333,GN
8,18,10,7.42627,-9.61015,GN
8,18,10,7.426303333,-9.61011,GN
5,19,10,7.428501667,-9.649758333,GN
2,45,5,7.433548333,-8.63243,LR
4,10,8,7.433681667,-8.473388333,LR
8,20,10,7.439211667,-9.63805,GN
5,6,3,7.44059,-10.801285,SL
8,33,6,7.441438333,-9.574648333,GN
7,11,3,7.444691667,-9.487053333,GN
11,6,10,7.446111667,-8.449525,LR
11,30,8,7.447801667,-8.423886667,LR
7,33,6,7.44833,-9.487378333,GN
7,25,6,7.448903333,-9.487155,GN
4,10,8,7.450213333,-8.519198333,LR
5,5,6,7.450921667,-9.487435,GN
5,14,10,7.4529,-9.484801667,GN
6,14,5,7.453123333,-8.71708,LR
6,12,5,7.453123333,-8.71708,LR
6,9,5,7.453123333,-8.71708,LR
11,8,6,7.4532,-8.717106667,LR
8,20,3,7.458431667,-9.482891667,GN
8,12,6,7.459975,-9.482196667,GN
11,10,10,7.460268333,-8.735061667,LR
5,4,10,7.46432,-9.47692,GN
11,10,6,7.467965,-8.72395,LR
11,1,10,7.467988333,-8.723891667,LR
11,2,10,7.468045,-8.723905,LR
5,25,7,7.468371667,-9.6054,GN
4,10,8,7.468975,-8.445146667,LR
8,150,3,7.473041667,-9.474171667,GN
7,8,10,7.477045,-9.579523333,GN
5,12,3,7.481835,-9.471973333,GN
4,10,8,7.48379,-8.612328333,LR
5,75,3,7.487631667,-9.47324,GN
7,16,10,7.487786667,-8.590143333,LR
5,120,10,7.489288333,-9.628748333,GN
5,45,3,7.491161667,-9.475826667,GN
5,55,6,7.494865,-9.475685,GN
11,12,8,7.497631667,-8.475193333,LR
5,10,10,7.505043333,-9.55418,GN
2,10,3,7.516826667,-10.68653333,SL
5,10,10,7.520925,-9.479975,GN
11,2,10,7.521563333,-8.593726667,LR
4,1,6,7.522355,-8.587971667,LR
11,2,10,7.53092,-8.610243333,LR
11,1,10,7.531225,-8.603618333,LR
2,30,10,7.532418333,-9.48804,GN
2,80,10,7.534541667,-10.69131167,SL
5,10,3,7.535791667,-9.490698333,GN
8,15,6,7.536271667,-9.491238333,GN
5,5,10,7.538598333,-9.491558333,GN
7,5,10,7.538775,-9.527016667,GN
8,20,10,7.540545,-9.523486667,GN
5,4,10,7.542073333,-9.492833333,GN
11,8,10,7.54262,-8.606808333,LR
5,10,3,7.544191667,-9.528236667,GN
5,14,10,7.544581667,-9.51899,GN
7,4,6,7.54665,-8.562956667,LR
5,34,10,7.562578333,-9.49828,GN
8,4,6,7.570368333,-9.515408333,GN
4,10,8,7.57414,-8.659606667,LR
7,9,10,7.574703333,-9.478965,GN
2,10,1,7.575715,-8.539775,LR
2,15,8,7.580538333,-8.557858333,LR
11,10,8,7.582341667,-8.558535,LR
5,7,10,7.58255,-9.38928,GN
8,3,10,7.586093333,-9.473041667,GN
8,5,10,7.58662,-9.46012,GN
11,20,6,7.587633333,-10.72217,SL
5,5,1,7.588081667,-9.546328333,GN
7,13,10,7.589068333,-9.452246667,GN
11,10,6,7.594125,-8.559648333,LR
4,2,8,7.597761667,-8.571916667,LR
5,21,10,7.598571667,-9.430531667,GN
5,8,10,7.60019,-9.455623333,GN
11,6,10,7.604758333,-10.788185,SL
11,6,10,7.604765,-10.78825833,SL
5,10,6,7.609266667,-9.406655,GN
11,20,8,7.610371667,-8.70707,LR
4,15,8,7.613261667,-8.619503333,LR
5,3,10,7.615511667,-9.494026667,GN
5,20,3,7.615751667,-9.494705,GN
2,10,10,7.62475,-9.393716667,GN
11,40,2,7.632008333,-9.39109,GN
2,10,3,7.64502,-10.57664167,SL
8,15,10,7.645931667,-9.464255,GN
8,15,10,7.645956667,-9.46426,GN
7,10,10,7.646178333,-9.46378,GN
5,10,10,7.646475,-9.388998333,GN
11,10,10,7.651566667,-10.77281667,SL
5,10,9,7.652048333,-9.396653333,GN
4,10,6,7.652186667,-8.687431667,LR
4,10,8,7.653095,-8.557578333,LR
5,5,10,7.655085,-9.422995,GN
5,15,10,7.664355,-9.443135,GN
5,15,10,7.664396667,-9.443255,GN
5,10,10,7.676756667,-9.384085,GN
5,40,10,7.678956667,-9.486243333,GN
4,10,10,7.684525,-8.614428333,LR
4,10,8,7.688115,-8.573325,LR
5,6,3,7.68827,-9.425898333,GN
11,10,10,7.689413333,-8.675851667,GN
999999,999999,999999,7.699541667,-9.648265,GN
5,20,10,7.703548333,-10.71693167,SL
5,20,10,7.703766667,-10.71687,SL
8,20,10,7.709603333,-9.499575,GN
8,4,10,7.710171667,-9.521143333,GN
5,30,6,7.712236667,-9.38507,GN
8,6,10,7.718511667,-9.506981667,GN
5,10,10,7.720215,-9.431981667,GN
8,10,10,7.73504,-9.545183333,GN
2,12,10,7.737341667,-9.473155,GN
7,60,10,7.74073,-9.499803333,GN
5,2,10,7.741828333,-9.526913333,GN
7,70,10,7.745225,-9.35575,GN
5,4,10,7.746641667,-9.545476667,GN
7,1,10,7.754235,-9.363965,GN
7,6,10,7.755473333,-9.396055,GN
11,20,8,7.758991667,-10.474675,SL
8,10,10,7.7602,-9.545706667,GN
8,8,10,7.764941667,-9.48098,GN
8,40,6,7.766333333,-9.502808333,GN
5,2,10,7.767005,-9.53515,GN
11,40,10,7.769111667,-10.53578167,SL
5,2,6,7.769423333,-9.375686667,GN
7,30,3,7.769766667,-10.54112833,SL
2,10,10,7.770416667,-9.63251,GN
7,5,10,7.77177,-9.387125,GN
8,4,10,7.773283333,-9.466108333,GN
5,10,10,7.776936667,-9.427678333,GN
5,30,10,7.779118333,-9.431008333,GN
11,4,10,7.779943333,-9.448336667,GN
5,4,6,7.780203333,-9.3744,GN
8,4,10,7.780945,-9.37624,GN
8,2,10,7.781508333,-9.456225,GN
8,50,10,7.782953333,-9.450506667,GN
1,4,10,7.785075,-9.524231667,GN
8,4,10,7.790211667,-9.381503333,GN
8,6,10,7.790755,-9.615003333,GN
8,20,10,7.793771667,-9.509671667,GN
11,10,10,7.793778333,-10.57439667,SL
8,10,10,7.798563333,-9.52254,GN
8,8,10,7.803306667,-9.506485,GN
11,20,10,7.803565,-10.58114667,SL
2,6,6,7.804796667,-9.610691667,GN
7,10,6,7.811508333,-9.605868333,GN
8,4,10,7.817813333,-9.595283333,GN
1,40,10,7.821088333,-9.467445,GN
7,10,10,7.821446667,-9.583128333,GN
8,10,10,7.822113333,-9.515776667,GN
2,2,10,7.824615,-9.398471667,GN
8,40,10,7.824641667,-9.532953333,GN
11,20,6,7.827593333,-10.47319333,SL
11,30,10,7.827593333,-10.47319333,SL
999999,999999,999999,7.832288333,-9.555076667,GN
8,2,10,7.835838333,-9.527448333,GN
5,2,10,7.840586667,-9.492301667,GN
5,10,10,7.840858333,-10.58413667,SL
8,60,10,7.84352,-9.458695,GN
8,8,10,7.849695,-9.487446667,GN
999999,999999,999999,7.852838333,-9.533993333,GN
11,40,10,7.855461667,-9.45584,GN
11,30,3,7.857213333,-10.53903667,SL
11,50,10,7.85908,-10.58480833,SL
11,60,10,7.860286667,-10.597015,SL
11,20,10,7.86525,-9.449256667,GN
5,10,10,7.867621667,-9.444365,GN
7,6,10,7.871021667,-9.43012,GN
2,4,6,7.871536667,-9.47966,GN
2,4,6,7.877535,-9.4872,GN
2,20,10,7.880555,-9.510448333,GN
2,14,3,7.884241667,-9.429286667,GN
2,30,3,7.889278333,-9.495653333,GN
2,2,6,7.903938333,-9.459256667,GN
2,12,3,7.909863333,-9.517636667,GN
2,4,10,7.913351667,-9.517395,GN
999999,999999,999999,7.914345,-9.509676667,GN
999999,999999,999999,7.916948333,-9.522726667,GN
7,30,3,7.918151667,-9.52481,GN
7,6,3,7.918723333,-9.52512,GN
11,2,10,7.921111667,-10.59707833,SL
2,10,10,7.932911667,-9.529791667,GN
7,6,10,7.934951667,-10.58621167,SL
7,10,10,7.946216667,-9.4409,GN
8,12,10,7.94905,-9.45992,GN
8,8,10,7.953448333,-9.4495,GN
11,30,10,7.956861667,-10.60069833,SL
4,4,10,7.957648333,-9.441261667,GN
1,100,10,7.960091667,-9.542385,GN
8,4,10,7.962908333,-9.445985,GN
8,30,3,7.972546667,-10.570715,SL
4,10,3,7.973571667,-10.57054833,SL
8,35,3,7.973673333,-10.57046667,SL
8,20,6,7.980708333,-9.561953333,LR
8,10,10,7.981438333,-9.465161667,GN
7,8,10,7.982546667,-9.464223333,GN
8,10,3,7.984593333,-9.56771,LR
8,4,6,7.98526,-9.513555,GN
8,6,10,7.99338,-9.529506667,LR
8,60,6,7.996111667,-9.57695,LR
1,12,3,7.99748,-9.576596667,LR
1,4,6,8.00136,-9.502125,LR
1,4,6,8.001818333,-9.501468333,LR
8,10,3,8.003133333,-9.585391667,LR
8,10,6,8.003533333,-9.585136667,LR
5,8,6,8.004466667,-9.58578,LR
8,24,3,8.006566667,-10.54242,SL
8,80,6,8.007241667,-9.590368333,LR
5,8,6,8.007763333,-9.591433333,LR
8,30,3,8.008898333,-10.60293,SL
5,6,3,8.009061667,-9.591506667,LR
8,10,6,8.011666667,-9.593528333,LR
8,30,3,8.014255,-9.602138333,LR
8,6,3,8.014558333,-9.607801667,LR
7,4,6,8.01458,-9.5989,LR
8,60,10,8.015176667,-9.439665,GN
8,60,6,8.015318333,-9.598945,LR
8,10,6,8.015336667,-9.60729,LR
8,30,6,8.016023333,-9.610051667,LR
4,30,3,8.016745,-10.60487833,SL
4,5,3,8.019496667,-10.59363167,SL
8,60,6,8.020198333,-9.615343333,LR
8,60,6,8.022395,-9.614326667,LR
8,90,10,8.02261,-9.615281667,LR
4,30,10,8.02285,-10.58398,SL
8,12,10,8.023663333,-10.57145167,SL
7,35,3,8.023718333,-10.57139667,SL
7,25,3,8.0238,-10.571175,SL
8,25,10,8.023823333,-10.57121167,SL
8,11,3,8.024103333,-10.57115167,SL
8,6,3,8.024105,-10.57058,SL
4,10,3,8.024118333,-10.570865,SL
8,4,3,8.02412,-10.57245167,SL
7,25,10,8.024501667,-10.57121333,SL
8,28,10,8.024581667,-10.571215,SL
1,6,3,8.027265,-9.615273333,LR
1,10,6,8.027373333,-9.616061667,LR
8,10,6,8.030308333,-10.59549833,SL
8,6,6,8.032811667,-10.59879833,SL
5,10,6,8.033735,-10.54262,SL
8,10,6,8.036111667,-9.61619,LR
8,30,10,8.036606667,-9.615225,LR
8,16,10,8.037581667,-9.483356667,LR
8,60,10,8.037721667,-9.615971667,LR
8,14,3,8.040685,-10.353485,SL
8,20,6,8.04314,-9.619055,LR
7,25,6,8.044921667,-10.50588167,SL
5,10,3,8.044955,-10.50615,SL
8,4,10,8.045558333,-10.409235,SL
2,10,3,8.045843333,-10.40920333,SL
8,30,10,8.049555,-10.42284333,SL
4,30,3,8.050725,-10.35680333,SL
8,2,3,8.052785,-10.37665167,SL
8,10,10,8.053526667,-9.623355,LR
8,10,10,8.054626667,-9.6237,LR
11,6,6,8.056351667,-10.550325,SL
8,8,10,8.057968333,-10.50064833,SL
8,10,3,8.058398333,-10.49438,SL
5,70,6,8.060525,-10.50697,SL
8,8,3,8.061256667,-10.50429333,SL
1,40,3,8.061783333,-10.50432333,SL
4,8,6,8.062078333,-10.50464333,SL
5,5,3,8.062361667,-10.50448833,SL
8,25,6,8.062371667,-10.50454167,SL
8,15,10,8.06252,-10.50423167,SL
8,30,6,8.062575,-10.50446333,SL
8,10,10,8.062846667,-10.50515333,SL
7,15,10,8.063405,-10.50612833,SL
7,4,10,8.063411667,-10.533165,SL
2,120,6,8.063471667,-10.5066,SL
8,20,10,8.063503333,-10.50556,SL
8,20,10,8.063525,-10.505965,SL
7,15,10,8.063803333,-10.50586,SL
7,30,6,8.064458333,-10.46578,SL
2,45,3,8.064461667,-10.46572333,SL
5,10,3,8.064473333,-10.50437667,SL
7,10,3,8.064563333,-10.465645,SL
8,12,10,8.07054,-9.634758333,LR
8,10,10,8.071171667,-9.603525,LR
8,30,6,8.073586667,-10.55656833,SL
7,4,3,8.073646667,-10.44320667,SL
7,3,3,8.073935,-10.43514,SL
7,10,3,8.074441667,-10.43401167,SL
8,5,10,8.079543333,-10.51667333,SL
1,30,3,8.08061,-10.47581333,SL
4,6,3,8.083038333,-10.41941667,SL
4,10,3,8.083193333,-10.41900333,SL
7,20,6,8.083686667,-9.6416,LR
8,8,6,8.093281667,-10.53978,SL
8,30,10,8.093571667,-9.641048333,LR
8,120,6,8.093771667,-9.641365,LR
8,10,6,8.09408,-10.47996333,SL
8,40,6,8.096821667,-10.52886167,SL
4,20,3,8.102288333,-10.32537167,SL
1,10,10,8.10298,-9.635466667,LR
1,4,3,8.103313333,-9.636073333,LR
5,5,3,8.105651667,-10.356305,SL
5,5,3,8.105728333,-10.35766333,SL
1,2,3,8.107413333,-9.635311667,LR
8,20,10,8.108273333,-9.63644,LR
7,10,10,8.108685,-10.24502333,SL
8,25,3,8.113188333,-9.636455,LR
4,20,10,8.11407,-9.635515,LR
8,20,3,8.119225,-10.348625,SL
4,10,1,8.121885,-9.633546667,LR
5,10,10,8.128971667,-10.19301167,SL
5,10,3,8.129028333,-10.31227333,SL
8,6,10,8.129988333,-10.312365,SL
8,10,3,8.130135,-10.350315,SL
8,10,10,8.130386667,-9.636516667,LR
7,20,6,8.132273333,-10.47336333,SL
8,30,6,8.132488333,-10.473735,SL
8,4,10,8.1326,-10.47341667,SL
7,10,10,8.134448333,-9.635343333,LR
8,10,10,8.134625,-9.635328333,LR
2,4,3,8.135418333,-10.31088167,SL
1,30,3,8.138063333,-10.29490333,SL
5,8,10,8.141788333,-10.24452333,SL
8,30,10,8.142243333,-10.363985,SL
8,16,6,8.142393333,-10.364875,SL
8,12,6,8.144678333,-10.34970333,SL
8,30,6,8.144713333,-10.34959,SL
8,20,6,8.148081667,-10.353235,SL
8,30,6,8.148621667,-10.32957167,SL
999999,999999,999999,8.148676667,-10.17615,SL
2,90,6,8.149071667,-10.38739333,SL
8,6,6,8.152193333,-10.43754333,SL
7,30,10,8.153028333,-9.604255,LR
4,15,10,8.153376667,-10.24865833,SL
8,20,10,8.153643333,-10.33009833,SL
4,10,10,8.154588333,-9.61081,LR
5,6,10,8.154635,-10.22677,SL
8,15,6,8.154785,-10.361575,SL
5,4,10,8.154985,-9.650423333,LR
8,35,6,8.156783333,-10.25468,SL
2,20,6,8.159691667,-10.36758667,SL
5,10,6,8.159791667,-10.27461333,SL
8,15,10,8.162313333,-10.216135,SL
8,15,3,8.166623333,-10.25883833,SL
5,12,6,8.168001667,-9.684811667,LR
4,20,3,8.168701667,-10.27678,SL
2,20,6,8.168773333,-10.254875,SL
5,6,3,8.169798333,-10.30934667,SL
8,35,10,8.173466667,-10.19471167,SL
8,25,10,8.175495,-10.20063833,SL
2,4,3,8.177146667,-10.20029333,SL
5,20,3,8.179423333,-10.22905167,SL
999999,999999,999999,8.17972,-10.22869333,SL
8,10,3,8.183833333,-10.19846333,SL
8,15,10,8.185456667,-10.25926,SL
8,40,10,8.187288333,-10.28926667,SL
8,10,5,8.188695,-10.30651667,SL
8,30,10,8.189513333,-10.23254833,SL
8,15,10,8.191148333,-10.31138,SL
5,36,10,8.195958333,-9.65787,LR
7,10,10,8.197748333,-9.7269,LR
8,6,3,8.199871667,-10.24913167,SL
8,17,6,8.200081667,-10.24935167,SL
8,90,10,8.200833333,-9.602433333,LR
8,50,10,8.201831667,-9.561355,LR
8,10,3,8.204678333,-10.29805333,SL
2,15,10,8.206266667,-10.26593,SL
2,25,6,8.206418333,-10.26499167,SL
4,45,3,8.212595,-10.27492667,SL
2,6,10,8.214638333,-10.226095,SL
2,20,10,8.214641667,-10.19299333,SL
9,10,3,8.215116667,-10.27329333,SL
8,35,10,8.219995,-10.15307833,SL
8,10,10,8.22121,-10.18268333,SL
2,15,10,8.221468333,-10.17346,SL
8,10,10,8.22706,-10.17255667,SL
8,20,10,8.227806667,-9.54182,LR
8,20,10,8.232086667,-10.160975,SL
8,20,5,8.233098333,-10.26104667,SL
8,50,10,8.233958333,-10.224625,SL
7,14,10,8.236231667,-9.740876667,LR
7,8,10,8.23624,-10.078675,SL
8,25,10,8.237015,-10.15108333,SL
8,10,3,8.237235,-10.14477,SL
8,60,10,8.239326667,-10.13577,SL
8,4,10,8.241435,-9.525846667,LR
8,30,10,8.241485,-10.15716833,SL
8,20,10,8.241903333,-10.26851333,SL
8,45,10,8.244833333,-10.10133,SL
7,40,10,8.244841667,-10.291685,SL
7,20,10,8.245053333,-10.14713667,SL
8,45,6,8.245165,-10.23938,SL
7,6,5,8.245248333,-10.26314333,SL
8,6,10,8.24597,-10.12307333,SL
8,15,3,8.247551667,-10.25172833,SL
2,15,10,8.250566667,-10.226305,SL
8,60,6,8.251071667,-9.621038333,LR
8,20,10,8.256175,-10.27278833,SL
8,30,6,8.256376667,-10.29141333,SL
8,60,10,8.257558333,-9.686551667,LR
8,6,3,8.259291667,-10.24474333,SL
8,15,10,8.259798333,-10.107155,SL
2,15,10,8.262753333,-10.14667667,SL
8,12,6,8.262876667,-9.752396667,LR
7,14,6,8.262903333,-9.73723,LR
8,30,10,8.264861667,-10.21196333,SL
8,120,10,8.265616667,-9.625123333,LR
8,10,3,8.266618333,-10.23617167,SL
5,10,3,8.266846667,-9.72984,LR
8,60,10,8.267251667,-10.30577167,SL
8,45,10,8.267395,-10.09766833,SL
7,60,10,8.267858333,-10.304825,SL
7,8,3,8.26859,-9.679611667,LR
8,15,3,8.269753333,-10.14000667,SL
7,10,10,8.269826667,-10.30247833,SL
7,30,10,8.272151667,-9.721505,LR
8,10,10,8.272653333,-9.661643333,LR
8,10,6,8.273885,-9.68911,LR
7,10,3,8.27394,-10.25974667,SL
7,10,6,8.27454,-9.717983333,LR
2,10,10,8.275091667,-10.13904333,SL
8,10,3,8.275385,-9.69559,LR
2,6,3,8.276021667,-10.27926667,SL
8,50,6,8.27627,-9.706736667,LR
5,20,9,8.278111667,-10.23605167,SL
8,10,3,8.278366667,-9.668936667,LR
5,12,3,8.279213333,-10.26468167,SL
2,10,3,8.280466667,-10.24282167,SL
8,15,5,8.280678333,-10.233145,SL
8,10,5,8.281933333,-10.29001667,SL
7,10,6,8.281948333,-10.25077333,SL
8,80,3,8.282146667,-9.697381667,LR
5,5,3,8.28263,-10.11049667,SL
8,15,3,8.283023333,-10.08463167,SL
8,60,10,8.283915,-10.30203333,SL
8,15,10,8.284005,-10.23034833,SL
7,90,5,8.28602,-10.18669667,SL
8,10,10,8.286095,-10.28339167,SL
8,15,10,8.28761,-10.227425,SL
8,12,10,8.287681667,-10.08444833,GN
8,10,10,8.287948333,-10.30840333,SL
8,15,10,8.28861,-10.22092,SL
7,5,3,8.28949,-10.15793167,SL
5,5,3,8.290071667,-10.1316,SL
1,5,6,8.290316667,-9.76233,LR
8,10,6,8.290413333,-10.29429833,SL
5,30,6,8.290415,-10.07608167,GN
7,4,10,8.290505,-10.30419667,SL
999999,999999,999999,8.290878333,-10.078545,GN
1,15,6,8.291393333,-10.19518167,SL
8,15,10,8.292333333,-10.16391333,SL
8,30,10,8.292576667,-10.06139,GN
8,50,3,8.294086667,-10.13423833,SL
8,12,10,8.294343333,-9.632366667,LR
2,20,3,8.295395,-10.25476167,SL
8,40,6,8.296051667,-10.29431167,SL
8,30,10,8.297193333,-10.27801667,SL
5,4,10,8.297551667,-10.06168833,GN
5,90,6,8.2981,-10.22864167,SL
7,15,3,8.298158333,-10.13514333,SL
8,30,3,8.298806667,-9.685233333,LR
7,10,10,8.300918333,-10.19271833,SL
