,lat,lon,tags_bed_count,tags_doctors_num,tags_nurses_num,tags_electricity,tags_operator,tags_water_source,tags_opening_hours,Country
318,8.5480499,-9.4666333,13,25,07,,government,,,GN
319,8.5524429,-9.471568,18,,7,,government,,8:30-16:00,GN
320,8.5425639,-9.4718014,98,6,22,,ngo,,8:00-18:00,GN
321,8.5425639,-9.4725645,85,4,19,,,,24/7,GN
322,8.5532781,-9.4537932,5,,2,,government,,8:30-16:30,GN
323,8.4193789,-9.3978542,2,,2,,government,,07:00-18:00,GN
324,7.8528906,-9.1089401,3,,,,government,,08:00-16:00,GN
325,7.8542438,-9.2797832,2,,1,,government,,08:00-00:00,GN
326,8.0327141,-9.3651581,8,,3,,government,,07:00-16:00,GN
327,8.0266951,-9.3590802,7,,1,,government,,07:00-16:00,GN
328,7.8546296,-9.3964865,5,1,1,,,,,GN
329,7.906396,-9.3569399,6,,6,,government,,8:30-16:30,GN
330,7.3383455,-8.966904,10,12,8,,,,8:15-17:00,LR
331,7.3450987,-8.9589554,1,1,,,private_profit,,,LR
332,7.3479505,-8.9551181,1,1,,,,,,LR
333,7.3476795,-8.9564359,21,,5,,,,7:30-16:30,LR
334,7.3475342,-8.9568843,1,1,,,private_profit,,,LR
335,7.7287495,-9.2112387,8,6,2,,,,8:00-17:00,GN
336,7.7166297,-9.2690377,,,,,private_profit,,08:00-16:30,GN
337,7.6674202,-9.2595863,1,0,1,,government,,08:00-16:00,GN
338,7.7131218,-9.2675693,6,,1,,government,,,GN
339,7.7272913,-9.2108935,0,,,,private_profit,,,GN
340,7.2563289,-9.0577537,1,,1,,government,,,LR
341,7.3038545,-9.1090594,5,,3,,government,,08:00-16:30,GN
342,7.3466364,-9.1516328,0,,1,,government,,07:00-17:00,GN
343,7.5441936,-8.7721175,4,,1,,government,,8:00-16:00,LR
344,7.6406776,-8.7995231,8,,1,,,,,GN
345,7.7657885,-8.8200487,3,,7,,government,,8:00-16:00,GN
346,7.7760342,-8.681784,,,2,,government,,6:00-20:00,GN
347,7.7986927,-8.6976345,5,,,,government,,8:00-12:00,GN
348,7.8351756,-8.5867824,,,1,,private_profit,,09:00-18:00,GN
349,7.7379744,-8.7496984,20,2,17,,,,7:00-16:30,GN
350,7.8364563,-8.5858905,4,,3,,government,,07:00-18:00,GN
351,7.8144877,-8.6460337,1,,1,,Ancien école,,08:00-18:00,GN
352,7.6783405,-8.3145038,9,,1,,,,24/7,LR
353,7.6807745,-8.3143591,1,,,,,,,LR
